bolometer 7kOm sample 1,bolometer 7kOm sample 1,
4142.8444633484,0.0173416343,
4138.9870662689,0.0173855163,
4135.1296691895,0.0174823403,
4131.27227211,0.0175669175,
4127.4148750305,0.0176182799,
4123.557477951,0.0176362935,
4119.7000808716,0.0176240839,
4115.8426837921,0.0176368989,
4111.9852867126,0.0177257322,
4108.1278896332,0.0178517848,
4104.2704925537,0.017925594,
4100.4130954742,0.0179381892,
4096.5556983948,0.0179556906,
4092.6983013153,0.0180041716,
4088.8409042358,0.0180579759,
4084.9835071564,0.0181113966,
4081.1261100769,0.0181900039,
4077.2687129974,0.0182823539,
4073.411315918,0.0183513071,
4069.5539188385,0.0184221752,
4065.696521759,0.0185185596,
4061.8391246796,0.0185926538,
4057.9817276001,0.0186369158,
4054.1243305206,0.0186854526,
4050.2669334412,0.018740043,
4046.4095363617,0.0187993571,
4042.5521392822,0.018856097,
4038.6947422028,0.0188933313,
4034.8373451233,0.0189359616,
4030.9799480438,0.0190196149,
4027.1225509644,0.019111257,
4023.2651538849,0.0192029551,
4019.4077568054,0.0192957781,
4015.550359726,0.0193212815,
4011.6929626465,0.01931227,
4007.835565567,0.0193370692,
4003.9781684875,0.0193802901,
4000.1207714081,0.0194517709,
3996.2633743286,0.0195366554,
3992.4059772491,0.0195755046,
3988.5485801697,0.0196125247,
3984.6911830902,0.0197382644,
3980.8337860107,0.0198764987,
3976.9763889313,0.0199283212,
3973.1189918518,0.0199614856,
3969.2615947723,0.0200457238,
3965.4041976929,0.0201397724,
3961.5468006134,0.0201754346,
3957.6894035339,0.0201887004,
3953.8320064545,0.0202549957,
3949.974609375,0.020359423,
3946.1172122955,0.0204603225,
3942.2598152161,0.0205229372,
3938.4024181366,0.0204998814,
3934.5450210571,0.0204186328,
3930.6876239777,0.0204102136,
3926.8302268982,0.0205037594,
3922.9728298187,0.0205949582,
3919.1154327393,0.0206569433,
3915.2580356598,0.020735424,
3911.4006385803,0.0208184905,
3907.5432415009,0.0208535343,
3903.6858444214,0.0208566226,
3899.8284473419,0.0208910927,
3895.9710502625,0.0209843628,
3892.113653183,0.0210974365,
3888.2562561035,0.0211670753,
3884.398859024,0.0212187935,
3880.5414619446,0.0213139094,
3876.6840648651,0.0214239471,
3872.8266677856,0.0214708783,
3868.9692707062,0.0214704946,
3865.1118736267,0.0214954056,
3861.2544765472,0.0215205159,
3857.3970794678,0.0215258375,
3853.5396823883,0.0215859581,
3849.6822853088,0.0217134356,
3845.8248882294,0.021803448,
3841.9674911499,0.0218047611,
3838.1100940704,0.0217889976,
3834.252696991,0.021827966,
3830.3952999115,0.0219082534,
3826.537902832,0.0219539814,
3822.6805057526,0.0219574235,
3818.8231086731,0.0220184121,
3814.9657115936,0.022160301,
3811.1083145142,0.0222530458,
3807.2509174347,0.0222392231,
3803.3935203552,0.0222312249,
3799.5361232758,0.0223062783,
3795.6787261963,0.0223971382,
3791.8213291168,0.022420425,
3787.9639320374,0.0224333331,
3784.1065349579,0.0224905349,
3780.2491378784,0.0225164462,
3776.391740799,0.022489816,
3772.5343437195,0.02250145,
3768.67694664,0.0226118378,
3764.8195495605,0.0227460489,
3760.9621524811,0.0228056721,
3757.1047554016,0.0227836445,
3753.2473583221,0.0227064341,
3749.3899612427,0.0226116721,
3745.5325641632,0.0225239955,
3741.6751670837,0.0224435087,
3737.8177700043,0.0223820433,
3733.9603729248,0.022379078,
3730.1029758453,0.0224097371,
3726.2455787659,0.0223493297,
3722.3881816864,0.0221236721,
3718.5307846069,0.0218117796,
3714.6733875275,0.0215764344,
3710.815990448,0.0214429218,
3706.9585933685,0.0213355534,
3703.1011962891,0.0212753825,
3699.2437992096,0.0212764163,
3695.3864021301,0.0212781522,
3691.5290050507,0.021286767,
3687.6716079712,0.0213657524,
3683.8142108917,0.0214606561,
3679.9568138123,0.021493908,
3676.0994167328,0.0214979798,
3672.2420196533,0.0215146523,
3668.3846225739,0.0215553045,
3664.5272254944,0.021601826,
3660.6698284149,0.0216470752,
3656.8124313354,0.0216806158,
3652.955034256,0.0216882788,
3649.0976371765,0.0217071511,
3645.240240097,0.0217496827,
3641.3828430176,0.0218053963,
3637.5254459381,0.0218604766,
3633.6680488586,0.0218645036,
3629.8106517792,0.0217891634,
3625.9532546997,0.0217118561,
3622.0958576202,0.0217504539,
3618.2384605408,0.0218969677,
3614.3810634613,0.0220187958,
3610.5236663818,0.022031175,
3606.6662693024,0.022030253,
3602.8088722229,0.0221158639,
3598.9514751434,0.0221788511,
3595.094078064,0.0221206043,
3591.2366809845,0.0220640637,
3587.379283905,0.0221273135,
3583.5218868256,0.0222580135,
3579.6644897461,0.0223664083,
3575.8070926666,0.0223801564,
3571.9496955872,0.0223239474,
3568.0922985077,0.0223348625,
3564.2349014282,0.0224397071,
3560.3775043488,0.0225252993,
3556.5201072693,0.0225364305,
3552.6627101898,0.0225471742,
3548.8053131104,0.0226264969,
3544.9479160309,0.0227398425,
3541.0905189514,0.0228042752,
3537.2331218719,0.0228137895,
3533.3757247925,0.0228246264,
3529.518327713,0.0228678398,
3525.6609306335,0.0229558051,
3521.8035335541,0.0230035856,
3517.9461364746,0.0229724422,
3514.0887393951,0.023011975,
3510.2313423157,0.0231360309,
3506.3739452362,0.0231780782,
3502.5165481567,0.0231847726,
3498.6591510773,0.023232162,
3494.8017539978,0.0232338384,
3490.9443569183,0.0234096646,
3487.0869598389,0.0235566869,
3483.2295627594,0.0229211226,
3479.3721656799,0.0219554175,
3475.5147686005,0.0215916466,
3471.657371521,0.0218407139,
3467.7999744415,0.0225181282,
3463.9425773621,0.0232510492,
3460.0851802826,0.023581339,
3456.2277832031,0.0236413814,
3452.3703861237,0.0236637853,
3448.5129890442,0.0236210562,
3444.6555919647,0.0235696249,
3440.7981948853,0.0236090515,
3436.9407978058,0.0236859843,
3433.0834007263,0.023737343,
3429.2260036469,0.0237961672,
3425.3686065674,0.023891069,
3421.5112094879,0.0240104869,
3417.6538124084,0.0241293367,
3413.796415329,0.0241715498,
3409.9390182495,0.0241061002,
3406.08162117,0.0240622796,
3402.2242240906,0.0241372827,
3398.3668270111,0.0242265295,
3394.5094299316,0.0242118929,
3390.6520328522,0.0241881236,
3386.7946357727,0.0242646802,
3382.9372386932,0.0243608858,
3379.0798416138,0.0243909955,
3375.2224445343,0.0243739225,
3371.3650474548,0.024386473,
3367.5076503754,0.0244595576,
3363.6502532959,0.0245175362,
3359.7928562164,0.0245040264,
3355.935459137,0.0244672224,
3352.0780620575,0.0244873129,
3348.220664978,0.0245709885,
3344.3632678986,0.0246474724,
3340.5058708191,0.0246307366,
3336.6484737396,0.024520196,
3332.7910766602,0.0244550351,
3328.9336795807,0.0245581605,
3325.0762825012,0.0247469731,
3321.2188854218,0.0248359013,
3317.3614883423,0.0247912221,
3313.5040912628,0.024726389,
3309.6466941833,0.0247591622,
3305.7892971039,0.0248799622,
3301.9319000244,0.0249407738,
3298.0745029449,0.0249053873,
3294.2171058655,0.0248927027,
3290.359708786,0.024940351,
3286.5023117065,0.0249671265,
3282.6449146271,0.0249536447,
3278.7875175476,0.024987027,
3274.9301204681,0.0251040794,
3271.0727233887,0.0252364427,
3267.2153263092,0.025298791,
3263.3579292297,0.0252596773,
3259.5005321503,0.0251747146,
3255.6431350708,0.0251549948,
3251.7857379913,0.0252239183,
3247.9283409119,0.025305368,
3244.0709438324,0.0253714062,
3240.2135467529,0.0254225694,
3236.3561496735,0.0254262183,
3232.498752594,0.0253724232,
3228.6413555145,0.0253204554,
3224.7839584351,0.0253424123,
3220.9265613556,0.02544217,
3217.0691642761,0.025538085,
3213.2117671967,0.0255347844,
3209.3543701172,0.0254873075,
3205.4969730377,0.025530979,
3201.6395759583,0.0256707445,
3197.7821788788,0.0257841162,
3193.9247817993,0.0257816799,
3190.0673847198,0.0257525146,
3186.2099876404,0.0257970653,
3182.3525905609,0.025869295,
3178.4951934814,0.0259174444,
3174.637796402,0.0259430557,
3170.7803993225,0.0259671733,
3166.923002243,0.0259821229,
3163.0656051636,0.0259525664,
3159.2082080841,0.0259170067,
3155.3508110046,0.0259554293,
3151.4934139252,0.0260564238,
3147.6360168457,0.0261527319,
3143.7786197662,0.0262327306,
3139.9212226868,0.0263076089,
3136.0638256073,0.0263784453,
3132.2064285278,0.026449753,
3128.3490314484,0.0264941733,
3124.4916343689,0.0264888909,
3120.6342372894,0.0264659673,
3116.77684021,0.0264712311,
3112.9194431305,0.0265370738,
3109.062046051,0.0266240686,
3105.2046489716,0.0266320445,
3101.3472518921,0.0265804045,
3097.4898548126,0.026585646,
3093.6324577332,0.0266973507,
3089.7750606537,0.0268446393,
3085.9176635742,0.0268889666,
3082.0602664948,0.0268695168,
3078.2028694153,0.0269295797,
3074.3454723358,0.0269770585,
3070.4880752563,0.0269097108,
3066.6306781769,0.0268850178,
3062.7732810974,0.0270085558,
3058.9158840179,0.0271433368,
3055.0584869385,0.0272005014,
3051.201089859,0.0272387452,
3047.3436927795,0.0272459574,
3043.4862957001,0.0272092037,
3039.6288986206,0.0272304229,
3035.7715015411,0.0273215417,
3031.9141044617,0.0273692124,
3028.0567073822,0.0273285583,
3024.1993103027,0.0272737332,
3020.3419132233,0.0272919647,
3016.4845161438,0.0273302086,
3012.6271190643,0.0272890627,
3008.7697219849,0.0272311643,
3004.9123249054,0.0272013377,
3001.0549278259,0.0271132514,
2997.1975307465,0.0269247293,
2993.340133667,0.0266164318,
2989.4827365875,0.0262127146,
2985.6253395081,0.0258635916,
2981.7679424286,0.0256382767,
2977.9105453491,0.0253710989,
2974.0531482697,0.0248951986,
2970.1957511902,0.0243299007,
2966.3383541107,0.0239277147,
2962.4809570313,0.0237846896,
2958.6235599518,0.0238431226,
2954.7661628723,0.0239815339,
2950.9087657928,0.0241106562,
2947.0513687134,0.0241848156,
2943.1939716339,0.0241602212,
2939.3365745544,0.0240711533,
2935.479177475,0.0240400136,
2931.6217803955,0.0241958871,
2927.764383316,0.0245354362,
2923.9069862366,0.0249051265,
2920.0495891571,0.0252061877,
2916.1921920776,0.0254493766,
2912.3347949982,0.0257132407,
2908.4773979187,0.0260646623,
2904.6200008392,0.026439812,
2900.7626037598,0.0267534964,
2896.9052066803,0.0269774534,
2893.0478096008,0.0270999782,
2889.1904125214,0.0271596853,
2885.3330154419,0.0271608084,
2881.4756183624,0.027038075,
2877.618221283,0.0268785879,
2873.7608242035,0.0268558078,
2869.903427124,0.0269217864,
2866.0460300446,0.0269762054,
2862.1886329651,0.0270761959,
2858.3312358856,0.0272631887,
2854.4738388062,0.0275382772,
2850.6164417267,0.0279095173,
2846.7590446472,0.028278986,
2842.9016475677,0.0285277776,
2839.0442504883,0.0286984239,
2835.1868534088,0.028840594,
2831.3294563293,0.0289150923,
2827.4720592499,0.0289605279,
2823.6146621704,0.0290647596,
2819.7572650909,0.0292655062,
2815.8998680115,0.0294897631,
2812.042470932,0.0296083037,
2808.1850738525,0.0296282191,
2804.3276767731,0.0296180211,
2800.4702796936,0.0296263173,
2796.6128826141,0.0297196172,
2792.7554855347,0.029857982,
2788.8980884552,0.0299291201,
2785.0406913757,0.0299430601,
2781.1832942963,0.0299838148,
2777.3258972168,0.0300744586,
2773.4685001373,0.0301677082,
2769.6111030579,0.0301785134,
2765.7537059784,0.0301252864,
2761.8963088989,0.0301357359,
2758.0389118195,0.0302148182,
2754.18151474,0.0302964207,
2750.3241176605,0.0304148719,
2746.4667205811,0.0305415019,
2742.6093235016,0.0305437222,
2738.7519264221,0.0304700565,
2734.8945293427,0.0304758027,
2731.0371322632,0.0305385478,
2727.1797351837,0.0305594001,
2723.3223381042,0.0305314846,
2719.4649410248,0.0305400193,
2715.6075439453,0.0306324065,
2711.7501468658,0.0307381228,
2707.8927497864,0.0307870172,
2704.0353527069,0.0307968818,
2700.1779556274,0.0308343098,
2696.320558548,0.030903317,
2692.4631614685,0.0309823267,
2688.605764389,0.0310778916,
2684.7483673096,0.0311332904,
2680.8909702301,0.0311375074,
2677.0335731506,0.0311851129,
2673.1761760712,0.0312668793,
2669.3187789917,0.0312730335,
2665.4613819122,0.031212328,
2661.6039848328,0.031185139,
2657.7465877533,0.0312428512,
2653.8891906738,0.0313655287,
2650.0317935944,0.0314706191,
2646.1743965149,0.0315377712,
2642.3169994354,0.0316211358,
2638.459602356,0.0317320116,
2634.6022052765,0.0318478271,
2630.744808197,0.0319439881,
2626.8874111176,0.0320829861,
2623.0300140381,0.0323249213,
2619.1726169586,0.0325262435,
2615.3152198792,0.0325514749,
2611.4578227997,0.0325207636,
2607.6004257202,0.0325887501,
2603.7430286407,0.0326962546,
2599.8856315613,0.0327620357,
2596.0282344818,0.0328539908,
2592.1708374023,0.0329873785,
2588.3134403229,0.0330525041,
2584.4560432434,0.0330575183,
2580.5986461639,0.0331224054,
2576.7412490845,0.0332162231,
2572.883852005,0.0332870036,
2569.0264549255,0.0333861336,
2565.1690578461,0.0334546044,
2561.3116607666,0.0334709994,
2557.4542636871,0.0335724801,
2553.5968666077,0.0337605104,
2549.7394695282,0.0339108929,
2545.8820724487,0.0339750424,
2542.0246753693,0.0340068117,
2538.1672782898,0.0341109857,
2534.3098812103,0.0342794657,
2530.4524841309,0.0344007201,
2526.5950870514,0.0344422311,
2522.7376899719,0.0344376639,
2518.8802928925,0.0344632231,
2515.022895813,0.0345946774,
2511.1654987335,0.0347347483,
2507.3081016541,0.0347345695,
2503.4507045746,0.03463028,
2499.5933074951,0.0345451981,
2495.7359104156,0.0345387757,
2491.8785133362,0.0345750116,
2488.0211162567,0.03465949,
2484.1637191772,0.034871988,
2480.3063220978,0.0350715145,
2476.4489250183,0.0351129845,
2472.5915279388,0.0351634324,
2468.7341308594,0.0352635607,
2464.8767337799,0.035289336,
2461.0193367004,0.035341911,
2457.161939621,0.0354688317,
2453.3045425415,0.0354958251,
2449.447145462,0.0354462266,
2445.5897483826,0.0354801193,
2441.7323513031,0.0355743319,
2437.8749542236,0.0356795862,
2434.0175571442,0.0357781909,
2430.1601600647,0.0358173922,
2426.3027629852,0.0358281732,
2422.4453659058,0.0358882323,
2418.5879688263,0.0359834097,
2414.7305717468,0.0360513479,
2410.8731746674,0.0360894576,
2407.0157775879,0.0361502655,
2403.1583805084,0.0362547785,
2399.300983429,0.0363103077,
2395.4435863495,0.0362942368,
2391.58618927,0.0363761783,
2387.7287921906,0.0365665033,
2383.8713951111,0.0366731808,
2380.0139980316,0.0366720296,
2376.1566009521,0.0367165767,
2372.2992038727,0.0368495025,
2368.4418067932,0.0369770452,
2364.5844097137,0.0370645225,
2360.7270126343,0.0371061191,
2356.8696155548,0.037093807,
2353.0122184753,0.0370998234,
2349.1548213959,0.0372116566,
2345.2974243164,0.0374011733,
2341.4400272369,0.0375423506,
2337.5826301575,0.0375745371,
2333.725233078,0.0375259891,
2329.8678359985,0.0375150628,
2326.0104389191,0.0376546532,
2322.1530418396,0.0378638133,
2318.2956447601,0.038062416,
2314.4382476807,0.0382347293,
2310.5808506012,0.038280651,
2306.7234535217,0.0382158197,
2302.8660564423,0.0382265858,
2299.0086593628,0.0383626372,
2295.1512622833,0.0385110304,
2291.2938652039,0.03864659,
2287.4364681244,0.0387722477,
2283.5790710449,0.0388253443,
2279.7216739655,0.0387996063,
2275.864276886,0.0387424231,
2272.0068798065,0.0387389958,
2268.1494827271,0.0388638601,
2264.2920856476,0.0390907824,
2260.4346885681,0.0393052548,
2256.5772914886,0.0394026823,
2252.7198944092,0.0394562706,
2248.8624973297,0.0395899564,
2245.0051002502,0.0397721753,
2241.1477031708,0.0399489552,
2237.2903060913,0.0400935933,
2233.4329090118,0.0401579402,
2229.5755119324,0.0401704721,
2225.7181148529,0.040227823,
2221.8607177734,0.0403764099,
2218.003320694,0.0406477973,
2214.1459236145,0.0410188623,
2210.288526535,0.0412779339,
2206.4311294556,0.0412992388,
2202.5737323761,0.0412395149,
2198.7163352966,0.0412117243,
2194.8589382172,0.0411964022,
2191.0015411377,0.0412214324,
2187.1441440582,0.0413127132,
2183.2867469788,0.0414291173,
2179.4293498993,0.0415184274,
2175.5719528198,0.0416172147,
2171.7145557404,0.0418164097,
2167.8571586609,0.0420373417,
2163.9997615814,0.0421045944,
2160.142364502,0.0420462862,
2156.2849674225,0.0420548841,
2152.427570343,0.0421902388,
2148.5701732635,0.0422763638,
2144.7127761841,0.0422191173,
2140.8553791046,0.0421955325,
2136.9979820251,0.0423715338,
2133.1405849457,0.0427023917,
2129.2831878662,0.0429597422,
2125.4257907867,0.0429456308,
2121.5683937073,0.0427447781,
2117.7109966278,0.0426324792,
2113.8535995483,0.0427722633,
2109.9962024689,0.0430140272,
2106.1388053894,0.0431599878,
2102.2814083099,0.0433007739,
2098.4240112305,0.0435189754,
2094.566614151,0.0436545722,
2090.7092170715,0.0436292626,
2086.8518199921,0.0436403975,
2082.9944229126,0.0438056327,
2079.1370258331,0.0439837873,
2075.2796287537,0.0441068113,
2071.4222316742,0.0442071818,
2067.5648345947,0.0443122573,
2063.7074375153,0.0444939733,
2059.8500404358,0.0447203368,
2055.9926433563,0.0448240377,
2052.1352462769,0.044800669,
2048.2778491974,0.0449059159,
2044.4204521179,0.0451618135,
2040.5630550385,0.0453014895,
2036.705657959,0.0453051552,
2032.8482608795,0.0453124531,
2028.9908638,0.0453743339,
2025.1334667206,0.045458287,
2021.2760696411,0.0455013327,
2017.4186725616,0.0455566943,
2013.5612754822,0.0457092077,
2009.7038784027,0.0459377915,
2005.8464813232,0.0461341739,
2001.9890842438,0.0462107062,
1998.1316871643,0.0462156311,
1994.2742900848,0.0462449715,
1990.4168930054,0.0463053882,
1986.5594959259,0.0464254729,
1982.7020988464,0.0466039255,
1978.844701767,0.0466255434,
1974.9873046875,0.046537824,
1971.129907608,0.0466604978,
1967.2725105286,0.0468948856,
1963.4151134491,0.0469781235,
1959.5577163696,0.0469232202,
1955.7003192902,0.0469595417,
1951.8429222107,0.047286734,
1947.9855251312,0.0476857498,
1944.1281280518,0.0478311442,
1940.2707309723,0.0478556827,
1936.4133338928,0.0480317287,
1932.5559368134,0.0482203215,
1928.6985397339,0.0481939688,
1924.8411426544,0.0481269881,
1920.983745575,0.0482041724,
1917.1263484955,0.0483693779,
1913.268951416,0.0485061109,
1909.4115543365,0.0484433845,
1905.5541572571,0.048295524,
1901.6967601776,0.0484105721,
1897.8393630981,0.0486941859,
1893.9819660187,0.0488138609,
1890.1245689392,0.048784323,
1886.2671718597,0.0488528758,
1882.4097747803,0.0491184369,
1878.5523777008,0.0493335426,
1874.6949806213,0.0492366478,
1870.8375835419,0.0490318462,
1866.9801864624,0.0490394644,
1863.1227893829,0.0491713323,
1859.2653923035,0.0492137074,
1855.407995224,0.0491731055,
1851.5505981445,0.0491874218,
1847.6932010651,0.0493254177,
1843.8358039856,0.0494229384,
1839.9784069061,0.0493010096,
1836.1210098267,0.0491125807,
1832.2636127472,0.0490793847,
1828.4062156677,0.0491627529,
1824.5488185883,0.0493151098,
1820.6914215088,0.049467057,
1816.8340244293,0.0493844151,
1812.9766273499,0.0491130948,
1809.1192302704,0.048901841,
1805.2618331909,0.0486913547,
1801.4044361115,0.0483150035,
1797.547039032,0.0478024483,
1793.6896419525,0.0472534373,
1789.832244873,0.0466394499,
1785.9748477936,0.0458768308,
1782.1174507141,0.0450424328,
1778.2600536346,0.0442809537,
1774.4026565552,0.0436298102,
1770.5452594757,0.0431191623,
1766.6878623962,0.0427381322,
1762.8304653168,0.0422443449,
1758.9730682373,0.0414115414,
1755.1156711578,0.0403421968,
1751.2582740784,0.0391628556,
1747.4008769989,0.0378040597,
1743.5434799194,0.03640908,
1739.68608284,0.0353620388,
1735.8286857605,0.0348928496,
1731.971288681,0.0349063948,
1728.1138916016,0.0349407569,
1724.2564945221,0.0347264931,
1720.3990974426,0.0344736427,
1716.5417003632,0.0343093351,
1712.6843032837,0.0342680812,
1708.8269062042,0.0344924293,
1704.9695091248,0.0351625681,
1701.1121120453,0.0363788605,
1697.2547149658,0.0378985181,
1693.3973178864,0.0392971747,
1689.5399208069,0.0403795652,
1685.6825237274,0.0411698446,
1681.8251266479,0.0416864716,
1677.9677295685,0.0419860743,
1674.110332489,0.0422099791,
1670.2529354095,0.0423663482,
1666.3955383301,0.0424278378,
1662.5381412506,0.0425242111,
1658.6807441711,0.0426798463,
1654.8233470917,0.0427670032,
1650.9659500122,0.0427952632,
1647.1085529327,0.0428498015,
1643.2511558533,0.0429559201,
1639.3937587738,0.0430513583,
1635.5363616943,0.0430097282,
1631.6789646149,0.0428567976,
1627.8215675354,0.0427130871,
1623.9641704559,0.0425536148,
1620.1067733765,0.0422363877,
1616.249376297,0.0417089984,
1612.3919792175,0.0411011279,
1608.5345821381,0.0406677052,
1604.6771850586,0.0406441279,
1600.8197879791,0.0409013778,
1596.9623908997,0.0412123501,
1593.1049938202,0.0418503433,
1589.2475967407,0.0431140587,
1585.3901996613,0.0447607636,
1581.5328025818,0.0463595986,
1577.6754055023,0.0477185473,
1573.8180084229,0.0488961115,
1569.9606113434,0.0499430448,
1566.1032142639,0.0507584997,
1562.2458171844,0.0512991287,
1558.388420105,0.0516708717,
1554.5310230255,0.0519248247,
1550.673625946,0.0519808009,
1546.8162288666,0.0518500209,
1542.9588317871,0.0517535284,
1539.1014347076,0.0518265329,
1535.2440376282,0.0519465767,
1531.3866405487,0.0519798175,
1527.5292434692,0.0519927219,
1523.6718463898,0.0519863442,
1519.8144493103,0.0518022776,
1515.9570522308,0.0515449718,
1512.0996551514,0.0514121577,
1508.2422580719,0.0513079129,
1504.3848609924,0.0510827489,
1500.527463913,0.0510502085,
1496.6700668335,0.0516388081,
1492.812669754,0.0525661856,
1488.9552726746,0.0531593934,
1485.0978755951,0.0525709204,
1481.2404785156,0.0507603288,
1477.3830814362,0.0492336825,
1473.5256843567,0.0484734178,
1469.6682872772,0.047600098,
1465.8108901978,0.0467133969,
1461.9534931183,0.0464124791,
1458.0960960388,0.0466252267,
1454.2386989594,0.0467986465,
1450.3813018799,0.046619013,
1446.5239048004,0.0465204716,
1442.6665077209,0.0470088795,
1438.8091106415,0.047648523,
1434.951713562,0.0477147736,
1431.0943164825,0.0474829674,
1427.2369194031,0.0474924669,
1423.3795223236,0.0476165786,
1419.5221252441,0.0476426445,
1415.6647281647,0.0475933366,
1411.8073310852,0.0475542024,
1407.9499340057,0.0475323349,
1404.0925369263,0.0473561212,
1400.2351398468,0.0469457395,
1396.3777427673,0.0464811698,
1392.5203456879,0.0460741147,
1388.6629486084,0.0457827151,
1384.8055515289,0.0456784964,
1380.9481544495,0.0455747321,
1377.09075737,0.0454787463,
1373.2333602905,0.0457305536,
1369.3759632111,0.0461419895,
1365.5185661316,0.0462320223,
1361.6611690521,0.0461690314,
1357.8037719727,0.0463914387,
1353.9463748932,0.0468560643,
1350.0889778137,0.0471587852,
1346.2315807343,0.0469954535,
1342.3741836548,0.0466134176,
1338.5167865753,0.0465263724,
1334.6593894958,0.0467359051,
1330.8019924164,0.0468872897,
1326.9445953369,0.0467874929,
1323.0871982574,0.0465561971,
1319.229801178,0.0463943481,
1315.3724040985,0.0462492816,
1311.515007019,0.046090994,
1307.6576099396,0.0459995046,
1303.8002128601,0.0458342731,
1299.9428157806,0.0454257876,
1296.0854187012,0.0448988378,
1292.2280216217,0.0444990098,
1288.3706245422,0.0442887172,
1284.5132274628,0.0441389382,
1280.6558303833,0.0438197739,
1276.7984333038,0.0432468243,
1272.9410362244,0.0426702127,
1269.0836391449,0.0421636626,
1265.2262420654,0.0414354764,
1261.368844986,0.0406878591,
1257.5114479065,0.0404494628,
1253.654050827,0.0405272469,
1249.7966537476,0.0405528396,
1245.9392566681,0.0405683815,
1242.0818595886,0.0405708551,
1238.2244625092,0.0404855311,
1234.3670654297,0.0402779803,
1230.5096683502,0.0400420837,
1226.6522712708,0.0399195142,
1222.7948741913,0.0399849266,
1218.9374771118,0.0402002484,
1215.0800800323,0.040225029,
1211.2226829529,0.0400406197,
1207.3652858734,0.0401162617,
1203.5078887939,0.040462926,
1199.6504917145,0.0407164805,
1195.793094635,0.040962439,
1191.9356975555,0.0416032784,
1188.0783004761,0.0424843505,
1184.2209033966,0.0429698899,
1180.3635063171,0.0430693626,
1176.5061092377,0.0433275476,
1172.6487121582,0.0437226295,
1168.7913150787,0.0439467356,
1164.9339179993,0.0439624339,
1161.0765209198,0.0437621996,
1157.2191238403,0.0435712114,
1153.3617267609,0.0437022857,
1149.5043296814,0.043953713,
1145.6469326019,0.0440315604,
1141.7895355225,0.0441233069,
1137.932138443,0.044390589,
1134.0747413635,0.0445176177,
1130.2173442841,0.0442572907,
1126.3599472046,0.0438743085,
1122.5025501251,0.0436687246,
1118.6451530457,0.0434709042,
1114.7877559662,0.0429507717,
1110.9303588867,0.042015776,
1107.0729618073,0.0409930311,
1103.2155647278,0.040394593,
1099.3581676483,0.0399838388,
1095.5007705688,0.0391770825,
1091.6433734894,0.0383417644,
1087.7859764099,0.0380479842,
1083.9285793304,0.0379051119,
1080.071182251,0.0374348685,
1076.2137851715,0.0368584618,
1072.356388092,0.036525704,
1068.4989910126,0.036515411,
1064.6415939331,0.0365822092,
1060.7841968536,0.0364792347,
1056.9267997742,0.0363373607,
1053.0694026947,0.0363021269,
1049.2120056152,0.0363248736,
1045.3546085358,0.0363209993,
1041.4972114563,0.0361695364,
1037.6398143768,0.035901472,
1033.7824172974,0.0357249975,
1029.9250202179,0.0356040783,
1026.0676231384,0.0355220772,
1022.210226059,0.0356946364,
1018.3528289795,0.0359382629,
1014.4954319,0.036050044,
1010.6380348206,0.0364012271,
1006.7806377411,0.0369998664,
1002.9232406616,0.0371262804,
999.0658435822,0.0367782041,
995.2084465027,0.0366334841,
991.3510494232,0.0365495458,
987.4936523438,0.0364148095,
983.6362552643,0.036734581,
979.7788581848,0.0371335223,
975.9214611053,0.0368323922,
972.0640640259,0.0363565981,
968.2066669464,0.0364786424,
964.3492698669,0.0364860296,
960.4918727875,0.0356477648,
956.634475708,0.0346970521,
952.7770786285,0.0343831554,
948.9196815491,0.0342970937,
945.0622844696,0.0338927396,
941.2048873901,0.0335576013,
937.3474903107,0.0336130448,
933.4900932312,0.0334107801,
929.6326961517,0.032702405,
925.7752990723,0.032175228,
921.9179019928,0.0318447053,
918.0605049133,0.0310321636,
914.2031078339,0.0299116522,
910.3457107544,0.0291411318,
906.4883136749,0.0287368707,
902.6309165955,0.0282656774,
898.773519516,0.0275752097,
894.9161224365,0.0269592293,
891.0587253571,0.0263583586,
887.2013282776,0.0255210139,
883.3439311981,0.0249329023,
879.4865341187,0.024874365,
875.6291370392,0.0246835202,
871.7717399597,0.0240362957,
867.9143428802,0.0234258343,
864.0569458008,0.0230435394,
860.1995487213,0.0226285607,
856.3421516418,0.0222879201,
852.4847545624,0.0220540985,
848.6273574829,0.0215219744,
844.7699604034,0.0207043216,
840.912563324,0.0201288201,
837.0551662445,0.0200540498,
833.197769165,0.02018876,
829.3403720856,0.0202418994,
825.4829750061,0.0201873817,
821.6255779266,0.0198209789,
817.7681808472,0.0191694107,
813.9107837677,0.0190075859,
810.0533866882,0.0193816423,
806.1959896088,0.0192545801,
802.3385925293,0.0188585892,
798.4811954498,0.0192277227,
794.6237983704,0.0198391899,
790.7664012909,0.0197877958,
786.9090042114,0.0194670036,
783.051607132,0.0194165371,
779.1942100525,0.0194659233,
775.336812973,0.0195769221,
771.4794158936,0.0195637569,
767.6220188141,0.0190348681,
763.7646217346,0.0185857471,
759.9072246552,0.0186842084,
756.0498275757,0.0188397132,
752.1924304962,0.0189107731,
748.3350334167,0.0188821889,
744.4776363373,0.0185706243,
740.6202392578,0.0183893554,
736.7628421783,0.018607432,
732.9054450989,0.0184864439,
729.0480480194,0.0174973793,
725.1906509399,0.016459059,
721.3332538605,0.0164222065,
