bolometer 5kOm sample 2.0,bolometer 5kOm sample 2.0,
4200.7054195404,0.0119071286,
4196.8480224609,0.0119731147,
4192.9906253815,0.0120241717,
4189.133228302,0.0120668234,
4185.2758312225,0.0121121798,
4181.4184341431,0.0121504897,
4177.5610370636,0.0121837258,
4173.7036399841,0.0122186262,
4169.8462429047,0.0122517496,
4165.9888458252,0.0122949351,
4162.1314487457,0.012352651,
4158.2740516663,0.0124055743,
4154.4166545868,0.0124409311,
4150.5592575073,0.0124725914,
4146.7018604279,0.0125350477,
4142.8444633484,0.0126176709,
4138.9870662689,0.0126581825,
4135.1296691895,0.0126742683,
4131.27227211,0.01274582,
4127.4148750305,0.0128503628,
4123.557477951,0.0129031418,
4119.7000808716,0.0129009224,
4115.8426837921,0.0129121924,
4111.9852867126,0.0129630081,
4108.1278896332,0.0130173396,
4104.2704925537,0.0130762998,
4100.4130954742,0.0131532867,
4096.5556983948,0.0132047329,
4092.6983013153,0.013211254,
4088.8409042358,0.013225859,
4084.9835071564,0.0132907303,
4081.1261100769,0.0133556947,
4077.2687129974,0.0133720431,
4073.411315918,0.0134044494,
4069.5539188385,0.0134817865,
4065.696521759,0.0135316085,
4061.8391246796,0.0135456668,
4057.9817276001,0.0135654435,
4054.1243305206,0.0135940015,
4050.2669334412,0.0136414915,
4046.4095363617,0.0137163568,
4042.5521392822,0.0137866922,
4038.6947422028,0.0138246063,
4034.8373451233,0.0138572901,
4030.9799480438,0.0139127206,
4027.1225509644,0.0139567712,
4023.2651538849,0.013974471,
4019.4077568054,0.014004074,
4015.550359726,0.0140638836,
4011.6929626465,0.0141456984,
4007.835565567,0.0142216217,
4003.9781684875,0.0142629258,
4000.1207714081,0.014290981,
3996.2633743286,0.01434079,
3992.4059772491,0.0144061679,
3988.5485801697,0.0144629944,
3984.6911830902,0.0145032592,
3980.8337860107,0.0145438295,
3976.9763889313,0.0145858675,
3973.1189918518,0.0146016553,
3969.2615947723,0.0146089997,
3965.4041976929,0.0146583198,
3961.5468006134,0.0147520434,
3957.6894035339,0.0148447054,
3953.8320064545,0.0148902331,
3949.974609375,0.0148901856,
3946.1172122955,0.0148804262,
3942.2598152161,0.0148885492,
3938.4024181366,0.0149305416,
3934.5450210571,0.0149994846,
3930.6876239777,0.0150703294,
3926.8302268982,0.0151339397,
3922.9728298187,0.0151908286,
3919.1154327393,0.0152283991,
3915.2580356598,0.0152387805,
3911.4006385803,0.0152423047,
3907.5432415009,0.0152689125,
3903.6858444214,0.0153159536,
3899.8284473419,0.0153601291,
3895.9710502625,0.0154034579,
3892.113653183,0.015454296,
3888.2562561035,0.0155058857,
3884.398859024,0.0155520122,
3880.5414619446,0.0155915916,
3876.6840648651,0.0156397559,
3872.8266677856,0.0157115851,
3868.9692707062,0.0157882273,
3865.1118736267,0.0158326365,
3861.2544765472,0.0158312041,
3857.3970794678,0.0158297885,
3853.5396823883,0.0158900805,
3849.6822853088,0.0159859341,
3845.8248882294,0.0160478354,
3841.9674911499,0.0160742961,
3838.1100940704,0.0161016807,
3834.252696991,0.0161410458,
3830.3952999115,0.0161729977,
3826.537902832,0.016184371,
3822.6805057526,0.016202461,
3818.8231086731,0.0162617527,
3814.9657115936,0.0163510162,
3811.1083145142,0.0164134316,
3807.2509174347,0.0164141878,
3803.3935203552,0.0163842998,
3799.5361232758,0.0163814649,
3795.6787261963,0.0164266583,
3791.8213291168,0.0164920781,
3787.9639320374,0.0165591836,
3784.1065349579,0.0166176036,
3780.2491378784,0.0166442133,
3776.391740799,0.0166493692,
3772.5343437195,0.0166583434,
3768.67694664,0.0166772548,
3764.8195495605,0.0167050175,
3760.9621524811,0.016738452,
3757.1047554016,0.0167723969,
3753.2473583221,0.0167951435,
3749.3899612427,0.016817214,
3745.5325641632,0.0168486796,
3741.6751670837,0.0168592557,
3737.8177700043,0.0168430284,
3733.9603729248,0.0168305226,
3730.1029758453,0.0168157145,
3726.2455787659,0.0167443398,
3722.3881816864,0.0166085288,
3718.5307846069,0.0164742172,
3714.6733875275,0.0163823962,
3710.815990448,0.016356593,
3706.9585933685,0.0164028145,
3703.1011962891,0.0164432097,
3699.2437992096,0.0164068229,
3695.3864021301,0.016322447,
3691.5290050507,0.0162681807,
3687.6716079712,0.0162955653,
3683.8142108917,0.0163674857,
3679.9568138123,0.0164010972,
3676.0994167328,0.0164161921,
3672.2420196533,0.0164560135,
3668.3846225739,0.0164670832,
3664.5272254944,0.0164544061,
3660.6698284149,0.0164753348,
3656.8124313354,0.0165129676,
3652.955034256,0.0165320039,
3649.0976371765,0.016538009,
3645.240240097,0.0165723674,
3641.3828430176,0.0166399442,
3637.5254459381,0.016704917,
3633.6680488586,0.0167489164,
3629.8106517792,0.0167493131,
3625.9532546997,0.0167148933,
3622.0958576202,0.0167114735,
3618.2384605408,0.0167599767,
3614.3810634613,0.0168041922,
3610.5236663818,0.0168083124,
3606.6662693024,0.0167976338,
3602.8088722229,0.0168150235,
3598.9514751434,0.0168625265,
3595.094078064,0.0168958716,
3591.2366809845,0.0169120245,
3587.379283905,0.0169503838,
3583.5218868256,0.0170008931,
3579.6644897461,0.0170210674,
3575.8070926666,0.0170161501,
3571.9496955872,0.0170188583,
3568.0922985077,0.0170315467,
3564.2349014282,0.017042933,
3560.3775043488,0.0170613173,
3556.5201072693,0.0171025582,
3552.6627101898,0.0171477497,
3548.8053131104,0.0171627328,
3544.9479160309,0.0171454065,
3541.0905189514,0.0171386953,
3537.2331218719,0.0171856508,
3533.3757247925,0.0172508471,
3529.518327713,0.0172751695,
3525.6609306335,0.0172615219,
3521.8035335541,0.0172670837,
3517.9461364746,0.017305959,
3514.0887393951,0.0173321255,
3510.2313423157,0.0173544101,
3506.3739452362,0.0174033213,
3502.5165481567,0.0174682289,
3498.6591510773,0.0174947139,
3494.8017539978,0.0175111685,
3490.9443569183,0.0175295863,
3487.0869598389,0.0174472593,
3483.2295627594,0.0176112801,
3479.3721656799,0.018217314,
3475.5147686005,0.018596245,
3471.657371521,0.0185791254,
3467.7999744415,0.0185311362,
3463.9425773621,0.0182846375,
3460.0851802826,0.0178633481,
3456.2277832031,0.0176489651,
3452.3703861237,0.0176284239,
3448.5129890442,0.0176308919,
3444.6555919647,0.0176525861,
3440.7981948853,0.0177129768,
3436.9407978058,0.0177869871,
3433.0834007263,0.0178328007,
3429.2260036469,0.0178530999,
3425.3686065674,0.0178731158,
3421.5112094879,0.0178742371,
3417.6538124084,0.0178528186,
3413.796415329,0.0178569742,
3409.9390182495,0.017912779,
3406.08162117,0.017969951,
3402.2242240906,0.0179756917,
3398.3668270111,0.0179563388,
3394.5094299316,0.0179674998,
3390.6520328522,0.0180259086,
3386.7946357727,0.0180950984,
3382.9372386932,0.0181390829,
3379.0798416138,0.0181560181,
3375.2224445343,0.0181503706,
3371.3650474548,0.0181465447,
3367.5076503754,0.0181569234,
3363.6502532959,0.0181735493,
3359.7928562164,0.0182133205,
3355.935459137,0.0182537958,
3352.0780620575,0.0182647146,
3348.220664978,0.0182789806,
3344.3632678986,0.0182960276,
3340.5058708191,0.0182892848,
3336.6484737396,0.0182824321,
3332.7910766602,0.0183152892,
3328.9336795807,0.0183819868,
3325.0762825012,0.0184179917,
3321.2188854218,0.0184081979,
3317.3614883423,0.018404942,
3313.5040912628,0.0184361599,
3309.6466941833,0.0185022987,
3305.7892971039,0.0185616799,
3301.9319000244,0.0185758956,
3298.0745029449,0.0185629316,
3294.2171058655,0.0185389668,
3290.359708786,0.0185282249,
3286.5023117065,0.018556159,
3282.6449146271,0.0186011326,
3278.7875175476,0.0186351184,
3274.9301204681,0.0186485425,
3271.0727233887,0.0186449569,
3267.2153263092,0.0186447129,
3263.3579292297,0.0186740048,
3259.5005321503,0.0187447555,
3255.6431350708,0.0188164711,
3251.7857379913,0.0188353583,
3247.9283409119,0.0188212208,
3244.0709438324,0.0188276693,
3240.2135467529,0.0188778862,
3236.3561496735,0.0189511776,
3232.498752594,0.0189850312,
3228.6413555145,0.0189656317,
3224.7839584351,0.0189562142,
3220.9265613556,0.0189856514,
3217.0691642761,0.0190381855,
3213.2117671967,0.0190964453,
3209.3543701172,0.0191230848,
3205.4969730377,0.0191257112,
3201.6395759583,0.0191563983,
3197.7821788788,0.0191936959,
3193.9247817993,0.0191989206,
3190.0673847198,0.019188378,
3186.2099876404,0.0191784538,
3182.3525905609,0.0191883538,
3178.4951934814,0.0192262344,
3174.637796402,0.0192672126,
3170.7803993225,0.0192999057,
3166.923002243,0.0193318538,
3163.0656051636,0.0193724856,
3159.2082080841,0.0194184333,
3155.3508110046,0.0194612518,
3151.4934139252,0.0195084848,
3147.6360168457,0.019545706,
3143.7786197662,0.0195539016,
3139.9212226868,0.0195502937,
3136.0638256073,0.0195690598,
3132.2064285278,0.0196381118,
3128.3490314484,0.0197127648,
3124.4916343689,0.0197281167,
3120.6342372894,0.0197183453,
3116.77684021,0.0197360776,
3112.9194431305,0.0197752304,
3109.062046051,0.0198084041,
3105.2046489716,0.019825222,
3101.3472518921,0.0198363699,
3097.4898548126,0.0198466536,
3093.6324577332,0.0198762193,
3089.7750606537,0.0199325066,
3085.9176635742,0.019960802,
3082.0602664948,0.019942306,
3078.2028694153,0.0199276507,
3074.3454723358,0.0199510343,
3070.4880752563,0.0200214628,
3066.6306781769,0.0201185681,
3062.7732810974,0.0202013291,
3058.9158840179,0.0202512331,
3055.0584869385,0.0202653855,
3051.201089859,0.0202787705,
3047.3436927795,0.0203148201,
3043.4862957001,0.0203268398,
3039.6288986206,0.0203166902,
3035.7715015411,0.0203216076,
3031.9141044617,0.0203245394,
3028.0567073822,0.0203341171,
3024.1993103027,0.0203576833,
3020.3419132233,0.0203380566,
3016.4845161438,0.0202710032,
3012.6271190643,0.0202211067,
3008.7697219849,0.0201973282,
3004.9123249054,0.020153936,
3001.0549278259,0.0200690851,
2997.1975307465,0.019963691,
2993.340133667,0.0198328979,
2989.4827365875,0.0196363647,
2985.6253395081,0.019413868,
2981.7679424286,0.0192210153,
2977.9105453491,0.0190032702,
2974.0531482697,0.0186947975,
2970.1957511902,0.0183154084,
2966.3383541107,0.0179674141,
2962.4809570313,0.0177800246,
2958.6235599518,0.0178055279,
2954.7661628723,0.0179585814,
2950.9087657928,0.0180895701,
2947.0513687134,0.0181389637,
2943.1939716339,0.0181497261,
2939.3365745544,0.0181638487,
2935.479177475,0.0181950182,
2931.6217803955,0.0182645656,
2927.764383316,0.0184164234,
2923.9069862366,0.0186823271,
2920.0495891571,0.0190256126,
2916.1921920776,0.0193456411,
2912.3347949982,0.0195780732,
2908.4773979187,0.0197310522,
2904.6200008392,0.0198452994,
2900.7626037598,0.0199887343,
2896.9052066803,0.0201828182,
2893.0478096008,0.020367533,
2889.1904125214,0.0204789806,
2885.3330154419,0.0204909593,
2881.4756183624,0.0204390176,
2877.618221283,0.0203754939,
2873.7608242035,0.0203264132,
2869.903427124,0.020322524,
2866.0460300446,0.0203550979,
2862.1886329651,0.0204110667,
2858.3312358856,0.0205360111,
2854.4738388062,0.0207234882,
2850.6164417267,0.0209396146,
2846.7590446472,0.0212040171,
2842.9016475677,0.0214718431,
2839.0442504883,0.021664571,
2835.1868534088,0.0217975564,
2831.3294563293,0.02190689,
2827.4720592499,0.0219912007,
2823.6146621704,0.0220450871,
2819.7572650909,0.0220939778,
2815.8998680115,0.0221669693,
2812.042470932,0.0222352762,
2808.1850738525,0.0222902372,
2804.3276767731,0.0223483164,
2800.4702796936,0.0223845914,
2796.6128826141,0.0224297829,
2792.7554855347,0.02252746,
2788.8980884552,0.0226304661,
2785.0406913757,0.0226858258,
2781.1832942963,0.0226761438,
2777.3258972168,0.0226503164,
2773.4685001373,0.0227069687,
2769.6111030579,0.022835061,
2765.7537059784,0.0229281615,
2761.8963088989,0.0229526907,
2758.0389118195,0.0229695775,
2754.18151474,0.0230104774,
2750.3241176605,0.0230309628,
2746.4667205811,0.023034839,
2742.6093235016,0.0230858382,
2738.7519264221,0.0231735297,
2734.8945293427,0.0232388973,
2731.0371322632,0.0232833698,
2727.1797351837,0.0233245641,
2723.3223381042,0.0233251601,
2719.4649410248,0.0233025476,
2715.6075439453,0.0233471803,
2711.7501468658,0.0234568603,
2707.8927497864,0.0235534366,
2704.0353527069,0.0236023441,
2700.1779556274,0.0236275829,
2696.320558548,0.0236431025,
2692.4631614685,0.0236257296,
2688.605764389,0.0236103609,
2684.7483673096,0.0236589406,
2680.8909702301,0.0237569585,
2677.0335731506,0.0238597728,
2673.1761760712,0.0239421576,
2669.3187789917,0.0239974204,
2665.4613819122,0.0240338426,
2661.6039848328,0.0240703933,
2657.7465877533,0.0241278969,
2653.8891906738,0.0241990872,
2650.0317935944,0.0242524445,
2646.1743965149,0.0242942125,
2642.3169994354,0.0243766587,
2638.459602356,0.0244777519,
2634.6022052765,0.0245046653,
2630.744808197,0.0244824924,
2626.8874111176,0.0245185141,
2623.0300140381,0.0246334691,
2619.1726169586,0.0247771479,
2615.3152198792,0.0248856992,
2611.4578227997,0.0249268543,
2607.6004257202,0.0249192379,
2603.7430286407,0.0249140542,
2599.8856315613,0.0249672215,
2596.0282344818,0.0250577256,
2592.1708374023,0.0251368918,
2588.3134403229,0.0252183974,
2584.4560432434,0.0253043845,
2580.5986461639,0.0253866799,
2576.7412490845,0.0254802369,
2572.883852005,0.0255656522,
2569.0264549255,0.0256198905,
2565.1690578461,0.0256539993,
2561.3116607666,0.0256976262,
2557.4542636871,0.0257832445,
2553.5968666077,0.025864739,
2549.7394695282,0.025879629,
2545.8820724487,0.0258879513,
2542.0246753693,0.0259497687,
2538.1672782898,0.0260351393,
2534.3098812103,0.0261169933,
2530.4524841309,0.0261966176,
2526.5950870514,0.0262737125,
2522.7376899719,0.0263301581,
2518.8802928925,0.0263596252,
2515.022895813,0.0263843015,
2511.1654987335,0.026428245,
2507.3081016541,0.0265239812,
2503.4507045746,0.0266572759,
2499.5933074951,0.0267367065,
2495.7359104156,0.0267622992,
2491.8785133362,0.0267958511,
2488.0211162567,0.0267207231,
2484.1637191772,0.0265039187,
2480.3063220978,0.0264606811,
2476.4489250183,0.0267280582,
2472.5915279388,0.0269988831,
2468.7341308594,0.0270864554,
2464.8767337799,0.0271375477,
2461.0193367004,0.027230911,
2457.161939621,0.0272926241,
2453.3045425415,0.027322907,
2449.447145462,0.0273611881,
2445.5897483826,0.0274027325,
2441.7323513031,0.0274656266,
2437.8749542236,0.027566649,
2434.0175571442,0.0276690051,
2430.1601600647,0.0277363323,
2426.3027629852,0.0277936161,
2422.4453659058,0.0278746802,
2418.5879688263,0.0279468857,
2414.7305717468,0.0279818475,
2410.8731746674,0.0279959925,
2407.0157775879,0.0279920269,
2403.1583805084,0.027988473,
2399.300983429,0.0280394219,
2395.4435863495,0.0281566866,
2391.58618927,0.0282679722,
2387.7287921906,0.0283168927,
2383.8713951111,0.0283542201,
2380.0139980316,0.0284210443,
2376.1566009521,0.0284868181,
2372.2992038727,0.0285407845,
2368.4418067932,0.0286058653,
2364.5844097137,0.028712023,
2360.7270126343,0.0288277641,
2356.8696155548,0.028889101,
2353.0122184753,0.0289330222,
2349.1548213959,0.0290003419,
2345.2974243164,0.0290689003,
2341.4400272369,0.0291332584,
2337.5826301575,0.0291952658,
2333.725233078,0.0292892791,
2329.8678359985,0.0294304974,
2326.0104389191,0.029548265,
2322.1530418396,0.0296016932,
2318.2956447601,0.0296338387,
2314.4382476807,0.0296969507,
2310.5808506012,0.029762717,
2306.7234535217,0.0297896676,
2302.8660564423,0.0298378468,
2299.0086593628,0.029939007,
2295.1512622833,0.0300427489,
2291.2938652039,0.0301351417,
2287.4364681244,0.030229155,
2283.5790710449,0.0303233117,
2279.7216739655,0.0304121934,
2275.864276886,0.0304934308,
2272.0068798065,0.0305748396,
2268.1494827271,0.0306790024,
2264.2920856476,0.0308071226,
2260.4346885681,0.0309084617,
2256.5772914886,0.0309432391,
2252.7198944092,0.0309336521,
2248.8624973297,0.0309579857,
2245.0051002502,0.0310770273,
2241.1477031708,0.0312470607,
2237.2903060913,0.0313969031,
2233.4329090118,0.031521894,
2229.5755119324,0.0316436067,
2225.7181148529,0.0317421593,
2221.8607177734,0.0318013132,
2218.003320694,0.0318884552,
2214.1459236145,0.0320422798,
2210.288526535,0.0321868174,
2206.4311294556,0.0322576165,
2202.5737323761,0.0322879776,
2198.7163352966,0.0323603749,
2194.8589382172,0.0324910432,
2191.0015411377,0.0325907208,
2187.1441440582,0.0326429047,
2183.2867469788,0.032769531,
2179.4293498993,0.0329626501,
2175.5719528198,0.0330490991,
2171.7145557404,0.0330010056,
2167.8571586609,0.0329501033,
2163.9997615814,0.0329657011,
2160.142364502,0.0330569856,
2156.2849674225,0.0332081839,
2152.427570343,0.0333434865,
2148.5701732635,0.03343492,
2144.7127761841,0.0335023142,
2140.8553791046,0.0335464738,
2136.9979820251,0.0336185731,
2133.1405849457,0.0337313749,
2129.2831878662,0.0338126123,
2125.4257907867,0.0338556059,
2121.5683937073,0.0339189321,
2117.7109966278,0.0340096019,
2113.8535995483,0.034083426,
2109.9962024689,0.034144491,
2106.1388053894,0.0342399552,
2102.2814083099,0.0343571305,
2098.4240112305,0.0344329923,
2094.566614151,0.0344867036,
2090.7092170715,0.0345910713,
2086.8518199921,0.0347176939,
2082.9944229126,0.0348283239,
2079.1370258331,0.0349499881,
2075.2796287537,0.0350598283,
2071.4222316742,0.0351241976,
2067.5648345947,0.0351597816,
2063.7074375153,0.0351855606,
2059.8500404358,0.0352354422,
2055.9926433563,0.0353331752,
2052.1352462769,0.0354541689,
2048.2778491974,0.035593383,
2044.4204521179,0.0357414223,
2040.5630550385,0.0358398706,
2036.705657959,0.0358786546,
2032.8482608795,0.0359106325,
2028.9908638,0.0359591767,
2025.1334667206,0.0360156968,
2021.2760696411,0.0360960737,
2017.4186725616,0.0362278298,
2013.5612754822,0.0363816917,
2009.7038784027,0.0364865288,
2005.8464813232,0.0365422256,
2001.9890842438,0.0365923643,
1998.1316871643,0.0366690122,
1994.2742900848,0.0368168168,
1990.4168930054,0.0369451717,
1986.5594959259,0.0369476527,
1982.7020988464,0.0369613171,
1978.844701767,0.0370680913,
1974.9873046875,0.0371602699,
1971.129907608,0.0372239947,
1967.2725105286,0.0373072028,
1963.4151134491,0.0373971388,
1959.5577163696,0.0374852121,
1955.7003192902,0.0375486165,
1951.8429222107,0.037568897,
1947.9855251312,0.0375852883,
1944.1281280518,0.0376047343,
1940.2707309723,0.0376370028,
1936.4133338928,0.0377420746,
1932.5559368134,0.0379075035,
1928.6985397339,0.0380505621,
1924.8411426544,0.0381394289,
1920.983745575,0.0382145196,
1917.1263484955,0.0382947996,
1913.268951416,0.0383743718,
1909.4115543365,0.0384482108,
1905.5541572571,0.0384562947,
1901.6967601776,0.038394548,
1897.8393630981,0.0383928381,
1893.9819660187,0.0385125428,
1890.1245689392,0.0386580452,
1886.2671718597,0.0387370139,
1882.4097747803,0.0387558639,
1878.5523777008,0.038791582,
1874.6949806213,0.0388691239,
1870.8375835419,0.0389107317,
1866.9801864624,0.0389001444,
1863.1227893829,0.0388647541,
1859.2653923035,0.0387966968,
1855.407995224,0.0387468338,
1851.5505981445,0.0387533493,
1847.6932010651,0.0388051644,
1843.8358039856,0.0388887823,
1839.9784069061,0.0389607996,
1836.1210098267,0.0390030146,
1832.2636127472,0.0390170142,
1828.4062156677,0.0390080884,
1824.5488185883,0.0390003882,
1820.6914215088,0.03898298,
1816.8340244293,0.0389448702,
1812.9766273499,0.0388810076,
1809.1192302704,0.0387385637,
1805.2618331909,0.0384889692,
1801.4044361115,0.0381455496,
1797.547039032,0.0376960859,
1793.6896419525,0.037160825,
1789.832244873,0.036607679,
1785.9748477936,0.0360821113,
1782.1174507141,0.0355824605,
1778.2600536346,0.0350486189,
1774.4026565552,0.0344901979,
1770.5452594757,0.0339990258,
1766.6878623962,0.0336043462,
1762.8304653168,0.0332511701,
1758.9730682373,0.0327477604,
1755.1156711578,0.0319483392,
1751.2582740784,0.0309481211,
1747.4008769989,0.0299125016,
1743.5434799194,0.0290072262,
1739.68608284,0.0283153988,
1735.8286857605,0.0277714599,
1731.971288681,0.027388297,
1728.1138916016,0.0272700917,
1724.2564945221,0.0273258574,
1720.3990974426,0.0273214001,
1716.5417003632,0.027206149,
1712.6843032837,0.0271659866,
1708.8269062042,0.0274315216,
1704.9695091248,0.0280846152,
1701.1121120453,0.0290483497,
1697.2547149658,0.0301218443,
1693.3973178864,0.0310642421,
1689.5399208069,0.0318215936,
1685.6825237274,0.03241916,
1681.8251266479,0.0328131244,
1677.9677295685,0.0330586061,
1674.110332489,0.0332967304,
1670.2529354095,0.0335667431,
1666.3955383301,0.0337835476,
1662.5381412506,0.0338645279,
1658.6807441711,0.0338392183,
1654.8233470917,0.0338268094,
1650.9659500122,0.0338721126,
1647.1085529327,0.0339214094,
1643.2511558533,0.0339513011,
1639.3937587738,0.0339829437,
1635.5363616943,0.033999905,
1631.6789646149,0.0339033008,
1627.8215675354,0.0336607434,
1623.9641704559,0.0333737358,
1620.1067733765,0.0331183337,
1616.249376297,0.0328507163,
1612.3919792175,0.0324855186,
1608.5345821381,0.0320787914,
1604.6771850586,0.0318047144,
1600.8197879791,0.0317920633,
1596.9623908997,0.0320922323,
1593.1049938202,0.0327246636,
1589.2475967407,0.0337057821,
1585.3901996613,0.034951672,
1581.5328025818,0.0362161994,
1577.6754055023,0.0372945331,
1573.8180084229,0.0381880291,
1569.9606113434,0.0389582552,
1566.1032142639,0.0395898484,
1562.2458171844,0.0400348082,
1558.388420105,0.0403163061,
1554.5310230255,0.0405013934,
1550.673625946,0.0405856706,
1546.8162288666,0.0405757129,
1542.9588317871,0.0405735895,
1539.1014347076,0.0406532884,
1535.2440376282,0.0407466888,
1531.3866405487,0.0407884717,
1527.5292434692,0.0407843143,
1523.6718463898,0.0407279879,
1519.8144493103,0.0406441391,
1515.9570522308,0.0405612178,
1512.0996551514,0.0404760465,
1508.2422580719,0.0403831154,
1504.3848609924,0.0403170101,
1500.527463913,0.0400609896,
1496.6700668335,0.039784085,
1492.812669754,0.040402852,
1488.9552726746,0.0411064439,
1485.0978755951,0.0404144712,
1481.2404785156,0.0394003354,
1477.3830814362,0.03902293,
1473.5256843567,0.0385793298,
1469.6682872772,0.0379477367,
1465.8108901978,0.0374985784,
1461.9534931183,0.0372166894,
1458.0960960388,0.0369898938,
1454.2386989594,0.0369060673,
1450.3813018799,0.0370447598,
1446.5239048004,0.0373191126,
1442.6665077209,0.0375693254,
1438.8091106415,0.037705332,
1434.951713562,0.037829902,
1431.0943164825,0.0379389189,
1427.2369194031,0.0378883295,
1423.3795223236,0.0377267934,
1419.5221252441,0.0376619175,
1415.6647281647,0.0377530903,
1411.8073310852,0.0378101803,
1407.9499340057,0.0377068333,
1404.0925369263,0.0375151858,
1400.2351398468,0.0372898653,
1396.3777427673,0.0370039232,
1392.5203456879,0.0366980657,
1388.6629486084,0.0364352576,
1384.8055515289,0.0362190455,
1380.9481544495,0.0360994413,
1377.09075737,0.0361167118,
1373.2333602905,0.0362402722,
1369.3759632111,0.0364066064,
1365.5185661316,0.0365690254,
1361.6611690521,0.0367575809,
1357.8037719727,0.0369954556,
1353.9463748932,0.0372103155,
1350.0889778137,0.0373336077,
1346.2315807343,0.0373888165,
1342.3741836548,0.0373940207,
1338.5167865753,0.0373672955,
1334.6593894958,0.0373426527,
1330.8019924164,0.037284635,
1326.9445953369,0.0371669531,
1323.0871982574,0.0370236188,
1319.229801178,0.0368943475,
1315.3724040985,0.036780294,
1311.515007019,0.0366399214,
1307.6576099396,0.036470931,
1303.8002128601,0.0363417566,
1299.9428157806,0.0362294242,
1296.0854187012,0.0359767415,
1292.2280216217,0.0355935283,
1288.3706245422,0.0352470763,
1284.5132274628,0.0349356271,
1280.6558303833,0.0345797464,
1276.7984333038,0.0341779739,
1272.9410362244,0.0336768404,
1269.0836391449,0.0330603346,
1265.2262420654,0.0325217433,
1261.368844986,0.0322547778,
1257.5114479065,0.032216832,
1253.654050827,0.0322351605,
1249.7966537476,0.0322108045,
1245.9392566681,0.0321144909,
1242.0818595886,0.0319780856,
1238.2244625092,0.0319221318,
1234.3670654297,0.0319827944,
1230.5096683502,0.0320756808,
1226.6522712708,0.0321374387,
1222.7948741913,0.0321597904,
1218.9374771118,0.0321615636,
1215.0800800323,0.0321835689,
1211.2226829529,0.0323491581,
1207.3652858734,0.0326916724,
1203.5078887939,0.0330024734,
1199.6504917145,0.033172451,
1195.793094635,0.033331804,
1191.9356975555,0.0335955024,
1188.0783004761,0.0339184105,
1184.2209033966,0.0341474861,
1180.3635063171,0.0343522429,
1176.5061092377,0.0347614288,
1172.6487121582,0.0352472998,
1168.7913150787,0.0355400592,
1164.9339179993,0.0356656052,
1161.0765209198,0.0357786529,
1157.2191238403,0.0358835384,
1153.3617267609,0.035852544,
1149.5043296814,0.0357237607,
1145.6469326019,0.0356594399,
1141.7895355225,0.0356671512,
1137.932138443,0.0356983393,
1134.0747413635,0.0357276499,
1130.2173442841,0.035695605,
1126.3599472046,0.0355656892,
1122.5025501251,0.0353305191,
1118.6451530457,0.0349366814,
1114.7877559662,0.0343687832,
1110.9303588867,0.0337722823,
1107.0729618073,0.0333049968,
1103.2155647278,0.0329429656,
1099.3581676483,0.0325226374,
1095.5007705688,0.0320019685,
1091.6433734894,0.0315438434,
1087.7859764099,0.0312336907,
1083.9285793304,0.0309527069,
1080.071182251,0.0305735245,
1076.2137851715,0.0301750004,
1072.356388092,0.0299195871,
1068.4989910126,0.0297948569,
1064.6415939331,0.0297412165,
1060.7841968536,0.0297421422,
1056.9267997742,0.0297380574,
1053.0694026947,0.0297030676,
1049.2120056152,0.0296339169,
1045.3546085358,0.0295165405,
1041.4972114563,0.0293936245,
1037.6398143768,0.0293052029,
1033.7824172974,0.0292288046,
1029.9250202179,0.0291433614,
1026.0676231384,0.029065026,
1022.210226059,0.0290231258,
1018.3528289795,0.0290560517,
1014.4954319,0.0292249788,
1010.6380348206,0.0294497237,
1006.7806377411,0.0295150764,
1002.9232406616,0.029461734,
999.0658435822,0.0293343067,
995.2084465027,0.0290278532,
991.3510494232,0.0289075188,
987.4936523438,0.0292407274,
983.6362552643,0.0295886919,
979.7788581848,0.0296583772,
975.9214611053,0.0295452792,
972.0640640259,0.0293711424,
968.2066669464,0.029268723,
964.3492698669,0.0292496551,
960.4918727875,0.0291725956,
956.634475708,0.0289583802,
952.7770786285,0.0286437497,
948.9196815491,0.0282689258,
945.0622844696,0.027881898,
941.2048873901,0.0275699534,
937.3474903107,0.0273443107,
933.4900932312,0.0270581692,
929.6326961517,0.0266524479,
925.7752990723,0.0262610391,
921.9179019928,0.0258849971,
918.0605049133,0.0254282542,
914.2031078339,0.0248891786,
910.3457107544,0.0243337154,
906.4883136749,0.023888642,
902.6309165955,0.023556903,
898.773519516,0.0231876839,
894.9161224365,0.0227181986,
891.0587253571,0.0222217813,
887.2013282776,0.0217440464,
883.3439311981,0.0212485604,
879.4865341187,0.0207715407,
875.6291370392,0.0203725919,
871.7717399597,0.0199321564,
867.9143428802,0.0193715412,
864.0569458008,0.0188859869,
860.1995487213,0.0186083969,
856.3421516418,0.018390622,
852.4847545624,0.0180644244,
848.6273574829,0.0177017525,
844.7699604034,0.0174554512,
840.912563324,0.0172799136,
837.0551662445,0.0171517581,
833.197769165,0.0170948245,
829.3403720856,0.0169494916,
825.4829750061,0.0166194364,
821.6255779266,0.0162574388,
817.7681808472,0.016040422,
813.9107837677,0.0159157477,
810.0533866882,0.0156933777,
806.1959896088,0.0153960157,
802.3385925293,0.0153192636,
798.4811954498,0.0155169582,
794.6237983704,0.0156571195,
790.7664012909,0.0156806782,
786.9090042114,0.0157586224,
783.051607132,0.0157632157,
