# cwd not inside a repo
# Loss.Nf                = 60
# Loss.fmin              = 45000000000.0
# Loss.fmax              = 155000000000.0
# Loss.z0                = 1000
# Loss.feedDiam          = 3.05e-05
# Loss.lPerPixel         = 3.05e-05
# Loss.boardDim          = (0.003, 0.003)
# Loss.leftLim           = 5e+10
# Loss.rightLim          = 1.5e+11
# Loss.T                 = -10
# Loss.p                 = 2.5
# Loss.div               = 10
# AnnealOpt.n_calls      = 1500
# AnnealOpt.x_ini0.shape = (40, 40)
# AnnealOpt.pp           = (5, 5)
Iter_,y_prev,y_candid,y_delta,T,P,choice
230,5530.46,5600.29,-69.83,  0,0.0,reject
225,5777.33,5777.95,-0.62,  0,0.0,reject
231,5530.46,5878.84,-348.38,  0,0.0,reject
226,5777.33,5777.36,-0.03,  0,0.0,reject
232,5530.46,5627.31,-96.85,  0,0.0,reject
227,5777.33,6016.89,-239.56,  0,0.0,reject
233,5530.46,5984.09,-453.63,  0,0.0,reject
228,5777.33,6018.71,-241.38,  0,0.0,reject
234,5530.46,5531.83,-1.37,  0,0.0,reject
229,5777.33,6011.06,-233.73,  0,0.0,reject
235,5530.46,5577.07,-46.61,  0,0.0,reject
236,5530.46,5592.19,-61.73,  0,0.0,reject
230,5777.33,5777.97,-0.64,  0,0.0,reject
237,5530.46,5532.26,-1.8,  0,0.0,reject
231,5777.33,5818.04,-40.71,  0,0.0,reject
238,5530.46,6136.7,-606.24,  0,0.0,reject
232,5777.33,5778.21,-0.88,  0,0.0,reject
239,5530.46,5559.55,-29.09,  0,0.0,reject
233,5777.33,5821.23,-43.9,  0,0.0,reject
240,5530.46,5530.66,-0.2,  0,0.0,reject
234,5777.33,5778.76,-1.43,  0,0.0,reject
241,5530.46,5532.4,-1.94,  0,0.0,reject
235,5777.33,6044.05,-266.72,  0,0.0,reject
242,5530.46,5598.47,-68.01,  0,0.0,reject
236,5777.33,5777.36,-0.03,  0,0.0,reject
243,5530.46,5534.21,-3.75,  0,0.0,reject
244,5530.46,5715.12,-184.66,  0,0.0,reject
237,5777.33,5777.9,-0.57,  0,0.0,reject
245,5530.46,5984.09,-453.63,  0,0.0,reject
238,5777.33,5776.8,0.53,  0,inf,accept
246,5530.46,5525.68,4.78,  0,inf,accept
239,5776.8,6103.23,-326.43,  0,0.0,reject
247,5525.68,5553.3,-27.62,  0,0.0,reject
240,5776.8,6015.24,-238.44,  0,0.0,reject
248,5525.68,5608.66,-82.98,  0,0.0,reject
249,5525.68,5525.43,0.25,  0,inf,accept
241,5776.8,5817.82,-41.02,  0,0.0,reject
250,5525.43,5589.73,-64.3,  0,0.0,reject
242,5776.8,5777.5,-0.7,  0,0.0,reject
251,5525.43,5525.72,-0.29,  0,0.0,reject
243,5776.8,5775.28,1.52,  0,inf,accept
252,5525.43,5554.31,-28.88,  0,0.0,reject
244,5775.28,5775.22,0.06,  0,inf,accept
253,5525.43,5529.94,-4.51,  0,0.0,reject
245,5775.22,5775.69,-0.47,  0,0.0,reject
254,5525.43,5681.66,-156.23,  0,0.0,reject
246,5775.22,6012.84,-237.62,  0,0.0,reject
255,5525.43,5530.73,-5.3,  0,0.0,reject
256,5525.43,5622.47,-97.04,  0,0.0,reject
247,5775.22,5775.64,-0.42,  0,0.0,reject
257,5525.43,5529.19,-3.76,  0,0.0,reject
248,5775.22,5775.61,-0.39,  0,0.0,reject
258,5525.43,5521.69,3.74,  0,inf,accept
249,5775.22,5829.36,-54.14,  0,0.0,reject
259,5521.69,5525.44,-3.75,  0,0.0,reject
250,5775.22,6013.85,-238.63,  0,0.0,reject
260,5521.69,5728.64,-206.95,  0,0.0,reject
251,5775.22,5775.31,-0.09,  0,0.0,reject
261,5521.69,5524.33,-2.64,  0,0.0,reject
262,5521.69,5565.95,-44.26,  0,0.0,reject
252,5775.22,5831.21,-55.99,  0,0.0,reject
263,5521.69,5609.67,-87.98,  0,0.0,reject
253,5775.22,5821.05,-45.83,  0,0.0,reject
264,5521.69,5617.01,-95.32,  0,0.0,reject
254,5775.22,5775.1,0.12,  0,inf,accept
265,5521.69,5526.22,-4.53,  0,0.0,reject
255,5775.1,5808.06,-32.96,  0,0.0,reject
266,5521.69,5591.64,-69.95,  0,0.0,reject
267,5521.69,5729.57,-207.88,  0,0.0,reject
256,5775.1,5774.95,0.15,  0,inf,accept
268,5521.69,5522.33,-0.64,  0,0.0,reject
257,5774.95,6013.2,-238.25,  0,0.0,reject
269,5521.69,5520.12,1.57,  0,inf,accept
258,5774.95,5991.15,-216.2,  0,0.0,reject
270,5520.12,5522.62,-2.5,  0,0.0,reject
259,5774.95,5775.85,-0.9,  0,0.0,reject
271,5520.12,5521.46,-1.34,  0,0.0,reject
260,5774.95,6012.61,-237.66,  0,0.0,reject
272,5520.12,5967.66,-447.54,  0,0.0,reject
273,5520.12,5828.79,-308.67,  0,0.0,reject
261,5774.95,6000.09,-225.14,  0,0.0,reject
274,5520.12,6166.86,-646.74,  0,0.0,reject
262,5774.95,5776.39,-1.44,  0,0.0,reject
275,5520.12,5591.77,-71.65,  0,0.0,reject
263,5774.95,5789.31,-14.36,  0,0.0,reject
276,5520.12,5619.7,-99.58,  0,0.0,reject
264,5774.95,5772.28,2.67,  0,inf,accept
277,5520.12,5739.29,-219.17,  0,0.0,reject
278,5520.12,5594.55,-74.43,  0,0.0,reject
265,5772.28,5787.09,-14.81,  0,0.0,reject
279,5520.12,5523.52,-3.4,  0,0.0,reject
266,5772.28,5773.79,-1.51,  0,0.0,reject
280,5520.12,5520.09,0.03,  0,inf,accept
267,5772.28,5783.04,-10.76,  0,0.0,reject
281,5520.09,5585.55,-65.46,  0,0.0,reject
282,5520.09,5521.92,-1.83,  0,0.0,reject
268,5772.28,5783.44,-11.16,  0,0.0,reject
283,5520.09,5612.92,-92.83,  0,0.0,reject
269,5772.28,5771.76,0.52,  0,inf,accept
284,5520.09,5520.21,-0.12,  0,0.0,reject
270,5771.76,5770.48,1.28,  0,inf,accept
285,5520.09,5575.92,-55.83,  0,0.0,reject
271,5770.48,5770.76,-0.28,  0,0.0,reject
286,5520.09,5612.22,-92.13,  0,0.0,reject
287,5520.09,6119.97,-599.88,  0,0.0,reject
288,5520.09,5521.92,-1.83,  0,0.0,reject
272,5770.48,17076.31,-11305.83,  0,0.0,reject
289,5520.09,5612.47,-92.38,  0,0.0,reject
273,5770.48,5769.33,1.15,  0,inf,accept
274,5769.33,5770.27,-0.94,  0,0.0,reject
290,5520.09,17076.31,-11556.22,  0,0.0,reject
275,5769.33,6006.47,-237.14,  0,0.0,reject
291,5520.09,5530.65,-10.56,  0,0.0,reject
276,5769.33,5768.66,0.67,  0,inf,accept
292,5520.09,5824.53,-304.44,  0,0.0,reject
293,5520.09,5523.64,-3.55,  0,0.0,reject
277,5768.66,5774.7,-6.04,  0,0.0,reject
294,5520.09,5522.69,-2.6,  0,0.0,reject
295,5520.09,5521.48,-1.39,  0,0.0,reject
296,5520.09,5524.93,-4.84,  0,0.0,reject
297,5520.09,6123.02,-602.93,  0,0.0,reject
278,5768.66,17076.31,-11307.65,  0,0.0,reject
298,5520.09,5533.37,-13.28,  0,0.0,reject
279,5768.66,5784.47,-15.81,  0,0.0,reject
299,5520.09,6119.05,-598.96,  0,0.0,reject
300,5520.09,5564.75,-44.66,  0,0.0,reject
301,5520.09,5544.35,-24.26,  0,0.0,reject
280,5768.66,17076.31,-11307.65,  0,0.0,reject
302,5520.09,5520.24,-0.15,  0,0.0,reject
281,5768.66,5768.87,-0.21,  0,0.0,reject
303,5520.09,5520.31,-0.22,  0,0.0,reject
304,5520.09,5524.57,-4.48,  0,0.0,reject
282,5768.66,5768.74,-0.08,  0,0.0,reject
305,5520.09,5555.52,-35.43,  0,0.0,reject
283,5768.66,5808.68,-40.02,  0,0.0,reject
306,5520.09,5520.24,-0.15,  0,0.0,reject
307,5520.09,5526.45,-6.36,  0,0.0,reject
284,5768.66,5770.54,-1.88,  0,0.0,reject
308,5520.09,5612.12,-92.03,  0,0.0,reject
285,5768.66,5777.61,-8.95,  0,0.0,reject
309,5520.09,6003.57,-483.48,  0,0.0,reject
286,5768.66,5611.41,157.25,  0,inf,accept
310,5520.09,5524.1,-4.01,  0,0.0,reject
311,5520.09,5520.1,-0.01,  0,0.0,reject
312,5520.09,5956.42,-436.33,  0,0.0,reject
287,5611.41,17076.3,-11464.89,  0,0.0,reject
313,5520.09,5594.54,-74.45,  0,0.0,reject
314,5520.09,5522.04,-1.95,  0,0.0,reject
288,5611.41,5623.58,-12.17,  0,0.0,reject
315,5520.09,5561.29,-41.2,  0,0.0,reject
289,5611.41,5601.32,10.09,  0,inf,accept
316,5520.09,5585.07,-64.98,  0,0.0,reject
317,5520.09,5529.22,-9.13,  0,0.0,reject
290,5601.32,6000.24,-398.92,  0,0.0,reject
318,5520.09,6119.88,-599.79,  0,0.0,reject
291,5601.32,5606.7,-5.38,  0,0.0,reject
319,5520.09,5520.79,-0.7,  0,0.0,reject
320,5520.09,6093.2,-573.11,  0,0.0,reject
321,5520.09,6116.89,-596.8,  0,0.0,reject
322,5520.09,5538.48,-18.39,  0,0.0,reject
292,5601.32,17076.3,-11474.98,  0,0.0,reject
323,5520.09,5531.06,-10.97,  0,0.0,reject
293,5601.32,5994.8,-393.48,  0,0.0,reject
324,5520.09,5612.23,-92.14,  0,0.0,reject
294,5601.32,6003.08,-401.76,  0,0.0,reject
325,5520.09,5518.38,1.71,  0,inf,accept
326,5518.38,5948.6,-430.22,  0,0.0,reject
295,5601.32,6010.59,-409.27,  0,0.0,reject
327,5518.38,5618.95,-100.57,  0,0.0,reject
328,5518.38,5514.4,3.98,  0,inf,accept
329,5514.4,5518.12,-3.72,  0,0.0,reject
296,5601.32,17076.29,-11474.97,  0,0.0,reject
330,5514.4,17076.31,-11561.91,  0,0.0,reject
297,5601.32,5604.28,-2.96,  0,0.0,reject
331,5514.4,5584.54,-70.14,  0,0.0,reject
298,5601.32,6003.37,-402.05,  0,0.0,reject
332,5514.4,5525.36,-10.96,  0,0.0,reject
333,5514.4,5518.96,-4.56,  0,0.0,reject
299,5601.32,5993.09,-391.77,  0,0.0,reject
334,5514.4,5544.14,-29.74,  0,0.0,reject
300,5601.32,5606.51,-5.19,  0,0.0,reject
335,5514.4,5775.24,-260.84,  0,0.0,reject
336,5514.4,5900.14,-385.74,  0,0.0,reject
301,5601.32,5998.88,-397.56,  0,0.0,reject
337,5514.4,5514.81,-0.41,  0,0.0,reject
302,5601.32,6107.16,-505.84,  0,0.0,reject
338,5514.4,5880.04,-365.64,  0,0.0,reject
303,5601.32,6000.69,-399.37,  0,0.0,reject
339,5514.4,5520.06,-5.66,  0,0.0,reject
304,5601.32,5600.78,0.54,  0,inf,accept
340,5514.4,17076.31,-11561.91,  0,0.0,reject
305,5600.78,5600.98,-0.2,  0,0.0,reject
341,5514.4,6113.9,-599.5,  0,0.0,reject
342,5514.4,5541.72,-27.32,  0,0.0,reject
306,5600.78,5626.62,-25.84,  0,0.0,reject
343,5514.4,5520.45,-6.05,  0,0.0,reject
344,5514.4,5849.93,-335.53,  0,0.0,reject
345,5514.4,5957.81,-443.41,  0,0.0,reject
346,5514.4,5546.66,-32.26,  0,0.0,reject
307,5600.78,17076.3,-11475.52,  0,0.0,reject
347,5514.4,5636.92,-122.52,  0,0.0,reject
348,5514.4,5718.69,-204.29,  0,0.0,reject
308,5600.78,5597.79,2.99,  0,inf,accept
349,5514.4,5578.03,-63.63,  0,0.0,reject
309,5597.79,5602.85,-5.06,  0,0.0,reject
310,5597.79,5999.58,-401.79,  0,0.0,reject
350,5514.4,5954.75,-440.35,  0,0.0,reject
351,5514.4,5515.4,-1.0,  0,0.0,reject
311,5597.79,5614.89,-17.1,  0,0.0,reject
352,5514.4,17076.31,-11561.91,  0,0.0,reject
312,5597.79,17076.3,-11478.51,  0,0.0,reject
353,5514.4,5611.93,-97.53,  0,0.0,reject
313,5597.79,5597.89,-0.1,  0,0.0,reject
354,5514.4,17076.31,-11561.91,  0,0.0,reject
355,5514.4,5501.52,12.88,  0,inf,accept
314,5597.79,17067.35,-11469.56,  0,0.0,reject
356,5501.52,5501.81,-0.29,  0,0.0,reject
315,5597.79,5599.4,-1.61,  0,0.0,reject
357,5501.52,17076.31,-11574.79,  0,0.0,reject
358,5501.52,5509.18,-7.66,  0,0.0,reject
316,5597.79,17076.3,-11478.51,  0,0.0,reject
359,5501.52,5534.64,-33.12,  0,0.0,reject
317,5597.79,5598.38,-0.59,  0,0.0,reject
360,5501.52,5493.22,8.3,  0,inf,accept
318,5597.79,5994.36,-396.57,  0,0.0,reject
361,5493.22,5503.8,-10.58,  0,0.0,reject
362,5493.22,5581.99,-88.77,  0,0.0,reject
363,5493.22,5585.4,-92.18,  0,0.0,reject
319,5597.79,17076.3,-11478.51,  0,0.0,reject
364,5493.22,5494.48,-1.26,  0,0.0,reject
365,5493.22,6136.01,-642.79,  0,0.0,reject
320,5597.79,17076.3,-11478.51,  0,0.0,reject
366,5493.22,5528.85,-35.63,  0,0.0,reject
367,5493.22,5534.34,-41.12,  0,0.0,reject
368,5493.22,5524.34,-31.12,  0,0.0,reject
321,5597.79,5888.46,-290.67,  0,0.0,reject
322,5597.79,5602.53,-4.74,  0,0.0,reject
369,5493.22,6015.73,-522.51,  0,0.0,reject
323,5597.79,5592.5,5.29,  0,inf,accept
370,5493.22,5923.56,-430.34,  0,0.0,reject
371,5493.22,5564.02,-70.8,  0,0.0,reject
324,5592.5,5595.82,-3.32,  0,0.0,reject
372,5493.22,5500.39,-7.17,  0,0.0,reject
325,5592.5,5595.62,-3.12,  0,0.0,reject
326,5592.5,5999.71,-407.21,  0,0.0,reject
373,5493.22,6016.33,-523.11,  0,0.0,reject
374,5493.22,5502.17,-8.95,  0,0.0,reject
327,5592.5,17076.3,-11483.8,  0,0.0,reject
375,5493.22,5499.68,-6.46,  0,0.0,reject
376,5493.22,5497.4,-4.18,  0,0.0,reject
328,5592.5,5602.93,-10.43,  0,0.0,reject
377,5493.22,5673.62,-180.4,  0,0.0,reject
329,5592.5,5595.82,-3.32,  0,0.0,reject
378,5493.22,5496.69,-3.47,  0,0.0,reject
330,5592.5,5602.77,-10.27,  0,0.0,reject
379,5493.22,5790.47,-297.25,  0,0.0,reject
331,5592.5,5592.11,0.39,  0,inf,accept
380,5493.22,5496.47,-3.25,  0,0.0,reject
381,5493.22,5498.1,-4.88,  0,0.0,reject
332,5592.11,5596.43,-4.32,  0,0.0,reject
382,5493.22,5494.36,-1.14,  0,0.0,reject
383,5493.22,5495.7,-2.48,  0,0.0,reject
384,5493.22,5524.34,-31.12,  0,0.0,reject
333,5592.11,5960.48,-368.37,  0,0.0,reject
385,5493.22,6138.29,-645.07,  0,0.0,reject
334,5592.11,5993.08,-400.97,  0,0.0,reject
386,5493.22,5523.63,-30.41,  0,0.0,reject
387,5493.22,5577.27,-84.05,  0,0.0,reject
335,5592.11,5592.21,-0.1,  0,0.0,reject
388,5493.22,5493.66,-0.44,  0,0.0,reject
389,5493.22,6095.81,-602.59,  0,0.0,reject
336,5592.11,5592.92,-0.81,  0,0.0,reject
390,5493.22,6016.17,-522.95,  0,0.0,reject
337,5592.11,17076.3,-11484.19,  0,0.0,reject
391,5493.22,5542.51,-49.29,  0,0.0,reject
392,5493.22,5525.21,-31.99,  0,0.0,reject
393,5493.22,5472.64,20.58,  0,inf,accept
338,5592.11,17076.3,-11484.19,  0,0.0,reject
394,5472.64,5472.58,0.06,  0,inf,accept
339,5592.11,5598.59,-6.48,  0,0.0,reject
395,5472.58,5478.56,-5.98,  0,0.0,reject
340,5592.11,5592.6,-0.49,  0,0.0,reject
396,5472.58,5559.47,-86.89,  0,0.0,reject
397,5472.58,5474.11,-1.53,  0,0.0,reject
398,5472.58,5470.38,2.2,  0,inf,accept
341,5592.11,17076.3,-11484.19,  0,0.0,reject
399,5470.38,5476.24,-5.86,  0,0.0,reject
400,5470.38,5476.06,-5.68,  0,0.0,reject
401,5470.38,5558.84,-88.46,  0,0.0,reject
342,5592.11,17076.3,-11484.19,  0,0.0,reject
402,5470.38,5474.11,-3.73,  0,0.0,reject
403,5470.38,5685.8,-215.42,  0,0.0,reject
343,5592.11,5976.45,-384.34,  0,0.0,reject
404,5470.38,5761.63,-291.25,  0,0.0,reject
344,5592.11,5600.54,-8.43,  0,0.0,reject
405,5470.38,5565.11,-94.73,  0,0.0,reject
345,5592.11,5996.52,-404.41,  0,0.0,reject
406,5470.38,5691.41,-221.03,  0,0.0,reject
407,5470.38,5481.66,-11.28,  0,0.0,reject
408,5470.38,5462.59,7.79,  0,inf,accept
346,5592.11,17076.3,-11484.19,  0,0.0,reject
409,5462.59,5477.99,-15.4,  0,0.0,reject
410,5462.59,5459.73,2.86,  0,inf,accept
347,5592.11,17076.3,-11484.19,  0,0.0,reject
411,5459.73,5921.2,-461.47,  0,0.0,reject
348,5592.11,5592.03,0.08,  0,inf,accept
412,5459.73,5746.64,-286.91,  0,0.0,reject
413,5459.73,5459.72,0.01,  0,inf,accept
349,5592.03,5602.28,-10.25,  0,0.0,reject
414,5459.72,5457.2,2.52,  0,inf,accept
415,5457.2,5670.33,-213.13,  0,0.0,reject
416,5457.2,5466.9,-9.7,  0,0.0,reject
350,5592.03,17076.3,-11484.27,  0,0.0,reject
417,5457.2,6020.77,-563.57,  0,0.0,reject
418,5457.2,5460.78,-3.58,  0,0.0,reject
419,5457.2,5563.78,-106.58,  0,0.0,reject
351,5592.03,17076.3,-11484.27,  0,0.0,reject
420,5457.2,5466.22,-9.02,  0,0.0,reject
352,5592.03,6006.78,-414.75,  0,0.0,reject
421,5457.2,5533.74,-76.54,  0,0.0,reject
422,5457.2,5457.48,-0.28,  0,0.0,reject
423,5457.2,5566.16,-108.96,  0,0.0,reject
353,5592.03,17076.3,-11484.27,  0,0.0,reject
424,5457.2,5457.82,-0.62,  0,0.0,reject
425,5457.2,6108.37,-651.17,  0,0.0,reject
354,5592.03,5606.26,-14.23,  0,0.0,reject
426,5457.2,5881.13,-423.93,  0,0.0,reject
427,5457.2,5457.82,-0.62,  0,0.0,reject
355,5592.03,17076.3,-11484.27,  0,0.0,reject
428,5457.2,5499.99,-42.79,  0,0.0,reject
356,5592.03,5598.93,-6.9,  0,0.0,reject
429,5457.2,5475.58,-18.38,  0,0.0,reject
430,5457.2,5627.15,-169.95,  0,0.0,reject
431,5457.2,5564.75,-107.55,  0,0.0,reject
357,5592.03,17076.3,-11484.27,  0,0.0,reject
432,5457.2,5462.59,-5.39,  0,0.0,reject
433,5457.2,5486.95,-29.75,  0,0.0,reject
358,5592.03,17076.3,-11484.27,  0,0.0,reject
434,5457.2,5527.77,-70.57,  0,0.0,reject
359,5592.03,5592.14,-0.11,  0,0.0,reject
435,5457.2,5479.88,-22.68,  0,0.0,reject
436,5457.2,6021.46,-564.26,  0,0.0,reject
360,5592.03,6003.76,-411.73,  0,0.0,reject
361,5592.03,5599.38,-7.35,  0,0.0,reject
437,5457.2,5921.4,-464.2,  0,0.0,reject
362,5592.03,5592.89,-0.86,  0,0.0,reject
438,5457.2,5457.11,0.09,  0,inf,accept
363,5592.03,5582.01,10.02,  0,inf,accept
439,5457.11,5518.14,-61.03,  0,0.0,reject
440,5457.11,5468.75,-11.64,  0,0.0,reject
364,5582.01,17076.3,-11494.29,  0,0.0,reject
441,5457.11,5991.35,-534.24,  0,0.0,reject
365,5582.01,5987.66,-405.65,  0,0.0,reject
442,5457.11,5897.88,-440.77,  0,0.0,reject
443,5457.11,5592.85,-135.74,  0,0.0,reject
366,5582.01,17076.3,-11494.29,  0,0.0,reject
444,5457.11,5517.5,-60.39,  0,0.0,reject
445,5457.11,5479.88,-22.77,  0,0.0,reject
367,5582.01,5591.55,-9.54,  0,0.0,reject
446,5457.11,5987.46,-530.35,  0,0.0,reject
368,5582.01,5577.94,4.07,  0,inf,accept
447,5457.11,5897.48,-440.37,  0,0.0,reject
369,5577.94,5573.77,4.17,  0,inf,accept
448,5457.11,5704.69,-247.58,  0,0.0,reject
449,5457.11,5460.63,-3.52,  0,0.0,reject
450,5457.11,5567.42,-110.31,  0,0.0,reject
370,5573.77,17076.3,-11502.53,  0,0.0,reject
451,5457.11,5472.32,-15.21,  0,0.0,reject
452,5457.11,5453.74,3.37,  0,inf,accept
371,5573.77,5590.55,-16.78,  0,0.0,reject
453,5453.74,5532.52,-78.78,  0,0.0,reject
372,5573.77,5583.29,-9.52,  0,0.0,reject
454,5453.74,5455.86,-2.12,  0,0.0,reject
373,5573.77,5564.46,9.31,  0,inf,accept
455,5453.74,6005.77,-552.03,  0,0.0,reject
456,5453.74,5458.51,-4.77,  0,0.0,reject
374,5564.46,17076.3,-11511.84,  0,0.0,reject
375,5564.46,5960.0,-395.54,  0,0.0,reject
457,5453.74,6009.61,-555.87,  0,0.0,reject
458,5453.74,5455.47,-1.73,  0,0.0,reject
376,5564.46,5856.86,-292.4,  0,0.0,reject
459,5453.74,5551.69,-97.95,  0,0.0,reject
377,5564.46,5578.15,-13.69,  0,0.0,reject
378,5564.46,5565.61,-1.15,  0,0.0,reject
460,5453.74,6017.91,-564.17,  0,0.0,reject
379,5564.46,6042.12,-477.66,  0,0.0,reject
461,5453.74,5440.83,12.91,  0,inf,accept
462,5440.83,5442.88,-2.05,  0,0.0,reject
380,5564.46,5964.11,-399.65,  0,0.0,reject
463,5440.83,5776.24,-335.41,  0,0.0,reject
381,5564.46,5568.72,-4.26,  0,0.0,reject
464,5440.83,5440.53,0.3,  0,inf,accept
465,5440.53,5527.57,-87.04,  0,0.0,reject
466,5440.53,5531.46,-90.93,  0,0.0,reject
382,5564.46,17076.3,-11511.84,  0,0.0,reject
467,5440.53,5450.74,-10.21,  0,0.0,reject
383,5564.46,5585.01,-20.55,  0,0.0,reject
468,5440.53,5754.73,-314.2,  0,0.0,reject
384,5564.46,5583.77,-19.31,  0,0.0,reject
469,5440.53,5448.36,-7.83,  0,0.0,reject
385,5564.46,5565.61,-1.15,  0,0.0,reject
470,5440.53,5440.61,-0.08,  0,0.0,reject
386,5564.46,5587.57,-23.11,  0,0.0,reject
471,5440.53,5440.58,-0.05,  0,0.0,reject
472,5440.53,5920.97,-480.44,  0,0.0,reject
387,5564.46,17076.3,-11511.84,  0,0.0,reject
473,5440.53,5884.31,-443.78,  0,0.0,reject
388,5564.46,5967.46,-403.0,  0,0.0,reject
474,5440.53,5450.31,-9.78,  0,0.0,reject
389,5564.46,5988.34,-423.88,  0,0.0,reject
475,5440.53,5558.47,-117.94,  0,0.0,reject
390,5564.46,5594.75,-30.29,  0,0.0,reject
476,5440.53,5465.77,-25.24,  0,0.0,reject
477,5440.53,5760.43,-319.9,  0,0.0,reject
391,5564.46,5568.17,-3.71,  0,0.0,reject
478,5440.53,5477.14,-36.61,  0,0.0,reject
479,5440.53,5842.47,-401.94,  0,0.0,reject
392,5564.46,17076.3,-11511.84,  0,0.0,reject
480,5440.53,5454.76,-14.23,  0,0.0,reject
393,5564.46,5587.18,-22.72,  0,0.0,reject
394,5564.46,5581.32,-16.86,  0,0.0,reject
481,5440.53,5911.81,-471.28,  0,0.0,reject
482,5440.53,5456.49,-15.96,  0,0.0,reject
395,5564.46,5562.05,2.41,  0,inf,accept
483,5440.53,5441.95,-1.42,  0,0.0,reject
396,5562.05,5558.5,3.55,  0,inf,accept
484,5440.53,5489.73,-49.2,  0,0.0,reject
485,5440.53,5447.04,-6.51,  0,0.0,reject
486,5440.53,5437.96,2.57,  0,inf,accept
397,5558.5,17076.3,-11517.8,  0,0.0,reject
398,5558.5,5575.95,-17.45,  0,0.0,reject
487,5437.96,5903.58,-465.62,  0,0.0,reject
399,5558.5,5559.93,-1.43,  0,0.0,reject
488,5437.96,5998.54,-560.58,  0,0.0,reject
400,5558.5,5552.1,6.4,  0,inf,accept
489,5437.96,5893.68,-455.72,  0,0.0,reject
401,5552.1,5585.76,-33.66,  0,0.0,reject
402,5552.1,5536.91,15.19,  0,inf,accept
490,5437.96,5909.14,-471.18,  0,0.0,reject
403,5536.91,5549.73,-12.82,  0,0.0,reject
404,5536.91,5557.17,-20.26,  0,0.0,reject
491,5437.96,17076.28,-11638.32,  0,0.0,reject
405,5536.91,5531.02,5.89,  0,inf,accept
492,5437.96,5873.41,-435.45,  0,0.0,reject
493,5437.96,5502.65,-64.69,  0,0.0,reject
494,5437.96,5435.97,1.99,  0,inf,accept
495,5435.97,5436.5,-0.53,  0,0.0,reject
406,5531.02,17076.3,-11545.28,  0,0.0,reject
407,5531.02,5551.83,-20.81,  0,0.0,reject
408,5531.02,5531.61,-0.59,  0,0.0,reject
496,5435.97,17076.29,-11640.32,  0,0.0,reject
409,5531.02,5939.3,-408.28,  0,0.0,reject
497,5435.97,5910.19,-474.22,  0,0.0,reject
498,5435.97,5424.95,11.02,  0,inf,accept
410,5531.02,5548.79,-17.77,  0,0.0,reject
499,5424.95,5772.12,-347.17,  0,0.0,reject
411,5531.02,5529.93,1.09,  0,inf,accept
412,5529.93,5553.66,-23.73,  0,0.0,reject
500,5424.95,17076.28,-11651.33,  0,0.0,reject
413,5529.93,5555.51,-25.58,  0,0.0,reject
501,5424.95,5516.61,-91.66,  0,0.0,reject
414,5529.93,5533.83,-3.9,  0,0.0,reject
502,5424.95,5761.33,-336.38,  0,0.0,reject
503,5424.95,5871.39,-446.44,  0,0.0,reject
504,5424.95,17076.29,-11651.34,  0,0.0,reject
415,5529.93,17076.3,-11546.37,  0,0.0,reject
416,5529.93,5940.74,-410.81,  0,0.0,reject
417,5529.93,5928.61,-398.68,  0,0.0,reject
505,5424.95,17076.29,-11651.34,  0,0.0,reject
506,5424.95,17076.29,-11651.34,  0,0.0,reject
507,5424.95,5492.32,-67.37,  0,0.0,reject
418,5529.93,17076.3,-11546.37,  0,0.0,reject
508,5424.95,5846.96,-422.01,  0,0.0,reject
509,5424.95,5446.24,-21.29,  0,0.0,reject
419,5529.93,5534.01,-4.08,  0,0.0,reject
420,5529.93,5530.36,-0.43,  0,0.0,reject
421,5529.93,5554.56,-24.63,  0,0.0,reject
510,5424.95,17076.29,-11651.34,  0,0.0,reject
511,5424.95,5515.57,-90.62,  0,0.0,reject
422,5529.93,5551.73,-21.8,  0,0.0,reject
512,5424.95,5435.07,-10.12,  0,0.0,reject
423,5529.93,5550.67,-20.74,  0,0.0,reject
513,5424.95,5569.2,-144.25,  0,0.0,reject
514,5424.95,5419.75,5.2,  0,inf,accept
424,5529.93,5552.07,-22.14,  0,0.0,reject
425,5529.93,5542.39,-12.46,  0,0.0,reject
426,5529.93,5536.49,-6.56,  0,0.0,reject
515,5419.75,17076.29,-11656.54,  0,0.0,reject
427,5529.93,5533.79,-3.86,  0,0.0,reject
516,5419.75,17076.29,-11656.54,  0,0.0,reject
428,5529.93,5934.94,-405.01,  0,0.0,reject
517,5419.75,5572.96,-153.21,  0,0.0,reject
518,5419.75,5489.77,-70.02,  0,0.0,reject
519,5419.75,5512.14,-92.39,  0,0.0,reject
520,5419.75,17076.29,-11656.54,  0,0.0,reject
429,5529.93,5878.3,-348.37,  0,0.0,reject
521,5419.75,5769.04,-349.29,  0,0.0,reject
522,5419.75,5444.62,-24.87,  0,0.0,reject
430,5529.93,5521.32,8.61,  0,inf,accept
523,5419.75,5419.84,-0.09,  0,0.0,reject
431,5521.32,5548.13,-26.81,  0,0.0,reject
524,5419.75,5437.47,-17.72,  0,0.0,reject
525,5419.75,5834.12,-414.37,  0,0.0,reject
432,5521.32,5563.17,-41.85,  0,0.0,reject
526,5419.75,5535.48,-115.73,  0,0.0,reject
433,5521.32,5546.09,-24.77,  0,0.0,reject
527,5419.75,5517.28,-97.53,  0,0.0,reject
434,5521.32,5803.14,-281.82,  0,0.0,reject
528,5419.75,17076.3,-11656.55,  0,0.0,reject
