reference.0,reference.0,
4146.7018604279,0.0663641617,
4142.8444633484,0.0665611178,
4138.9870662689,0.0667521507,
4135.1296691895,0.0669491589,
4131.27227211,0.0671499372,
4127.4148750305,0.0673449636,
4123.557477951,0.0675473809,
4119.7000808716,0.0677448362,
4115.8426837921,0.0679350719,
4111.9852867126,0.0681355745,
4108.1278896332,0.0683343858,
4104.2704925537,0.0685297698,
4100.4130954742,0.0687164813,
4096.5556983948,0.0689237863,
4092.6983013153,0.0691126287,
4088.8409042358,0.0693183839,
4084.9835071564,0.0695109814,
4081.1261100769,0.0697081983,
4077.2687129974,0.0699098557,
4073.411315918,0.0701082349,
4069.5539188385,0.0703096911,
4065.696521759,0.0705126524,
4061.8391246796,0.070724383,
4057.9817276001,0.0709323362,
4054.1243305206,0.0711297989,
4050.2669334412,0.0713263452,
4046.4095363617,0.0715392828,
4042.5521392822,0.0717360973,
4038.6947422028,0.0719354674,
4034.8373451233,0.0721484721,
4030.9799480438,0.0723496526,
4027.1225509644,0.0725529119,
4023.2651538849,0.0727644414,
4019.4077568054,0.0729608759,
4015.550359726,0.0731669515,
4011.6929626465,0.0733781978,
4007.835565567,0.0735866576,
4003.9781684875,0.0737933964,
4000.1207714081,0.0739992261,
3996.2633743286,0.074210763,
3992.4059772491,0.0744226873,
3988.5485801697,0.0746279955,
3984.6911830902,0.0748397335,
3980.8337860107,0.0750428885,
3976.9763889313,0.0752516538,
3973.1189918518,0.0754674897,
3969.2615947723,0.0756733865,
3965.4041976929,0.075890474,
3961.5468006134,0.0760965645,
3957.6894035339,0.0763143376,
3953.8320064545,0.0765201151,
3949.974609375,0.0767296553,
3946.1172122955,0.0769505873,
3942.2598152161,0.0771578327,
3938.4024181366,0.0773713142,
3934.5450210571,0.0775761008,
3930.6876239777,0.0777946934,
3926.8302268982,0.0780098289,
3922.9728298187,0.0782245547,
3919.1154327393,0.0784347057,
3915.2580356598,0.0786580145,
3911.4006385803,0.0788713247,
3907.5432415009,0.0790810958,
3903.6858444214,0.0792880133,
3899.8284473419,0.0794990808,
3895.9710502625,0.079734683,
3892.113653183,0.0799371675,
3888.2562561035,0.0801616013,
3884.398859024,0.0803710669,
3880.5414619446,0.0805844814,
3876.6840648651,0.0808141306,
3872.8266677856,0.0810290426,
3868.9692707062,0.0812332779,
3865.1118736267,0.0814517587,
3861.2544765472,0.0816826075,
3857.3970794678,0.081891112,
3853.5396823883,0.0820576847,
3849.6822853088,0.0823279917,
3845.8248882294,0.0825448483,
3841.9674911499,0.0827576146,
3838.1100940704,0.0829491317,
3834.252696991,0.0831970423,
3830.3952999115,0.0834118202,
3826.537902832,0.0836358517,
3822.6805057526,0.0838481784,
3818.8231086731,0.084076032,
3814.9657115936,0.0842818022,
3811.1083145142,0.0845143944,
3807.2509174347,0.0847117454,
3803.3935203552,0.0849526674,
3799.5361232758,0.0851717442,
3795.6787261963,0.0853915364,
3791.8213291168,0.0856131092,
3787.9639320374,0.0858336091,
3784.1065349579,0.0860513449,
3780.2491378784,0.0862643719,
3776.391740799,0.0864867344,
3772.5343437195,0.086705789,
3768.67694664,0.0869224966,
3764.8195495605,0.0871420354,
3760.9621524811,0.0873645023,
3757.1047554016,0.0875869021,
3753.2473583221,0.087776944,
3749.3899612427,0.0879985988,
3745.5325641632,0.0882005095,
3741.6751670837,0.0884705335,
3737.8177700043,0.0886701122,
3733.9603729248,0.0888978541,
3730.1029758453,0.0891310126,
3726.2455787659,0.0893420726,
3722.3881816864,0.089554891,
3718.5307846069,0.0897820294,
3714.6733875275,0.089996703,
3710.815990448,0.0901989117,
3706.9585933685,0.0904262215,
3703.1011962891,0.0906288773,
3699.2437992096,0.0908555835,
3695.3864021301,0.0910668224,
3691.5290050507,0.0912666023,
3687.6716079712,0.0914610177,
3683.8142108917,0.091690816,
3679.9568138123,0.0918890685,
3676.0994167328,0.0920385644,
3672.2420196533,0.0922576487,
3668.3846225739,0.0924616903,
3664.5272254944,0.0926634222,
3660.6698284149,0.0928501487,
3656.8124313354,0.0930189341,
3652.955034256,0.0931911319,
3649.0976371765,0.0933193862,
3645.240240097,0.0934937894,
3641.3828430176,0.0936715305,
3637.5254459381,0.0938342512,
3633.6680488586,0.0939917564,
3629.8106517792,0.094100073,
3625.9532546997,0.0942852572,
3622.0958576202,0.094416678,
3618.2384605408,0.0945307165,
3614.3810634613,0.0946549922,
3610.5236663818,0.0947618186,
3606.6662693024,0.0948672444,
3602.8088722229,0.0949759185,
3598.9514751434,0.0950653851,
3595.094078064,0.0951554924,
3591.2366809845,0.0952428281,
3587.379283905,0.0953099877,
3583.5218868256,0.0953923017,
3579.6644897461,0.0954586416,
3575.8070926666,0.0955167562,
3571.9496955872,0.0955659151,
3568.0922985077,0.0956050232,
3564.2349014282,0.0956654549,
3560.3775043488,0.0957119018,
3556.5201072693,0.0957455039,
3552.6627101898,0.0957698524,
3548.8053131104,0.0958088189,
3544.9479160309,0.0958429426,
3541.0905189514,0.0958688408,
3537.2331218719,0.0959097072,
3533.3757247925,0.0959403962,
3529.518327713,0.0959602296,
3525.6609306335,0.09598279,
3521.8035335541,0.0959848985,
3517.9461364746,0.0960263312,
3514.0887393951,0.0960834101,
3510.2313423157,0.0961477906,
3506.3739452362,0.096199438,
3502.5165481567,0.0962398946,
3498.6591510773,0.0962811634,
3494.8017539978,0.0963275805,
3490.9443569183,0.0963721424,
3487.0869598389,0.0964226276,
3483.2295627594,0.0964913294,
3479.3721656799,0.0965674818,
3475.5147686005,0.0966429561,
3471.657371521,0.0967346355,
3467.7999744415,0.0968289375,
3463.9425773621,0.096935384,
3460.0851802826,0.0970485955,
3456.2277832031,0.0971441418,
3452.3703861237,0.0972500667,
3448.5129890442,0.0973398536,
3444.6555919647,0.0974424332,
3440.7981948853,0.0975620821,
3436.9407978058,0.0977043062,
3433.0834007263,0.0978589132,
3429.2260036469,0.0980221778,
3425.3686065674,0.0981895924,
3421.5112094879,0.0983488262,
3417.6538124084,0.0984968767,
3413.796415329,0.0986279249,
3409.9390182495,0.0987463892,
3406.08162117,0.0988523066,
3402.2242240906,0.0989772305,
3398.3668270111,0.0991538167,
3394.5094299316,0.0993478224,
3390.6520328522,0.0995469987,
3386.7946357727,0.099722445,
3382.9372386932,0.0998935178,
3379.0798416138,0.1000560373,
3375.2224445343,0.1001969203,
3371.3650474548,0.1003436372,
3367.5076503754,0.1004936695,
3363.6502532959,0.1006325707,
3359.7928562164,0.1007700562,
3355.935459137,0.1009158939,
3352.0780620575,0.1010621488,
3348.220664978,0.1012039632,
3344.3632678986,0.1013565883,
3340.5058708191,0.1014992967,
3336.6484737396,0.1016393825,
3332.7910766602,0.1017865241,
3328.9336795807,0.1019371599,
3325.0762825012,0.102082625,
3321.2188854218,0.1022258848,
3317.3614883423,0.1023790836,
3313.5040912628,0.1025250033,
3309.6466941833,0.1026778966,
3305.7892971039,0.1028225943,
3301.9319000244,0.1029845104,
3298.0745029449,0.103137359,
3294.2171058655,0.1032978818,
3290.359708786,0.1034581214,
3286.5023117065,0.1036124378,
3282.6449146271,0.1037666127,
3278.7875175476,0.1039093658,
3274.9301204681,0.1040694863,
3271.0727233887,0.1042052433,
3267.2153263092,0.1043630838,
3263.3579292297,0.1045028567,
3259.5005321503,0.1046443284,
3255.6431350708,0.1047873273,
3251.7857379913,0.1049284786,
3247.9283409119,0.1050734818,
3244.0709438324,0.1052219123,
3240.2135467529,0.1053675413,
3236.3561496735,0.105517596,
3232.498752594,0.1056767106,
3228.6413555145,0.105854407,
3224.7839584351,0.1060172543,
3220.9265613556,0.106193319,
3217.0691642761,0.1063469127,
3213.2117671967,0.1064933836,
3209.3543701172,0.106634438,
3205.4969730377,0.1067737639,
3201.6395759583,0.1069148034,
3197.7821788788,0.1070624739,
3193.9247817993,0.1072173491,
3190.0673847198,0.1073686332,
3186.2099876404,0.1075302511,
3182.3525905609,0.1076948047,
3178.4951934814,0.1078542396,
3174.637796402,0.1080135331,
3170.7803993225,0.1081680506,
3166.923002243,0.1083254963,
3163.0656051636,0.1084879041,
3159.2082080841,0.1086450219,
3155.3508110046,0.1088114232,
3151.4934139252,0.1089870706,
3147.6360168457,0.1091548949,
3143.7786197662,0.109335348,
3139.9212226868,0.1095028818,
3136.0638256073,0.1096628457,
3132.2064285278,0.1098150387,
3128.3490314484,0.1099676341,
3124.4916343689,0.1101218611,
3120.6342372894,0.1102755666,
3116.77684021,0.1104205102,
3112.9194431305,0.1105762422,
3109.062046051,0.1107232571,
3105.2046489716,0.1108659953,
3101.3472518921,0.1109895632,
3097.4898548126,0.1111139655,
3093.6324577332,0.1112286448,
3089.7750606537,0.1113554835,
3085.9176635742,0.1114779264,
3082.0602664948,0.1116135642,
3078.2028694153,0.1117498577,
3074.3454723358,0.1118773669,
3070.4880752563,0.1120174229,
3066.6306781769,0.1121715456,
3062.7732810974,0.1123530865,
3058.9158840179,0.1125480533,
3055.0584869385,0.1127593666,
3051.201089859,0.1129426211,
3047.3436927795,0.113102451,
3043.4862957001,0.1132219583,
3039.6288986206,0.1133111864,
3035.7715015411,0.1133922338,
3031.9141044617,0.113458246,
3028.0567073822,0.1135145724,
3024.1993103027,0.113573432,
3020.3419132233,0.11356996,
3016.4845161438,0.1134739071,
3012.6271190643,0.1133119687,
3008.7697219849,0.1130254865,
3004.9123249054,0.1126054972,
3001.0549278259,0.1120344549,
2997.1975307465,0.1112952232,
2993.340133667,0.1103910878,
2989.4827365875,0.1093064696,
2985.6253395081,0.1079984903,
2981.7679424286,0.1065222323,
2977.9105453491,0.1048961505,
2974.0531482697,0.1030498743,
2970.1957511902,0.1009227335,
2966.3383541107,0.0989083201,
2962.4809570313,0.0979658365,
2958.6235599518,0.0983617753,
2954.7661628723,0.0995575562,
2950.9087657928,0.1006447896,
2947.0513687134,0.1009617001,
2943.1939716339,0.1004337966,
2939.3365745544,0.0993864387,
2935.479177475,0.0988293439,
2931.6217803955,0.0997135192,
2927.764383316,0.1011266112,
2923.9069862366,0.1029498205,
2920.0495891571,0.1049473733,
2916.1921920776,0.1067501307,
2912.3347949982,0.1082171202,
2908.4773979187,0.1094549894,
2904.6200008392,0.1105867848,
2900.7626037598,0.111708194,
2896.9052066803,0.1127699912,
2893.0478096008,0.1136921793,
2889.1904125214,0.1143232659,
2885.3330154419,0.1144987792,
2881.4756183624,0.1141377017,
2877.618221283,0.1134386659,
2873.7608242035,0.113020286,
2869.903427124,0.1132909805,
2866.0460300446,0.1138033867,
2862.1886329651,0.1143627763,
2858.3312358856,0.1151485294,
2854.4738388062,0.1163864583,
2850.6164417267,0.1181404889,
2846.7590446472,0.1199520528,
2842.9016475677,0.1214640588,
2839.0442504883,0.1225860566,
2835.1868534088,0.1233710945,
2831.3294563293,0.1239413619,
2827.4720592499,0.1244217753,
2823.6146621704,0.1248384267,
2819.7572650909,0.1252379417,
2815.8998680115,0.1256051958,
2812.042470932,0.1259412616,
2808.1850738525,0.1262638867,
2804.3276767731,0.1265751719,
2800.4702796936,0.1268821061,
2796.6128826141,0.1271812916,
2792.7554855347,0.1274948269,
2788.8980884552,0.1277957559,
2785.0406913757,0.1280992031,
2781.1832942963,0.1283760965,
2777.3258972168,0.1286523342,
2773.4685001373,0.1289071441,
2769.6111030579,0.1291415691,
2765.7537059784,0.1293835193,
2761.8963088989,0.1296143234,
2758.0389118195,0.1298263669,
2754.18151474,0.1300404966,
2750.3241176605,0.1302461922,
2746.4667205811,0.1304537058,
2742.6093235016,0.1306726635,
2738.7519264221,0.1308978498,
2734.8945293427,0.1311478913,
2731.0371322632,0.1314058453,
2727.1797351837,0.1316829175,
2723.3223381042,0.1319596022,
2719.4649410248,0.132216841,
2715.6075439453,0.1324863136,
2711.7501468658,0.1327433735,
2707.8927497864,0.1330115646,
2704.0353527069,0.1332654655,
2700.1779556274,0.1335288733,
2696.320558548,0.1337929517,
2692.4631614685,0.1340334415,
2688.605764389,0.1342763901,
2684.7483673096,0.1345212758,
2680.8909702301,0.1347596347,
2677.0335731506,0.1349862218,
2673.1761760712,0.135199964,
2669.3187789917,0.1354317963,
2665.4613819122,0.1356462985,
2661.6039848328,0.1358872354,
2657.7465877533,0.1361400932,
2653.8891906738,0.1363977194,
2650.0317935944,0.1366477758,
2646.1743965149,0.1368945092,
2642.3169994354,0.1371297538,
2638.459602356,0.1373599172,
2634.6022052765,0.1375971138,
2630.744808197,0.1378123164,
2626.8874111176,0.1380414069,
2623.0300140381,0.1382715553,
2619.1726169586,0.1384993792,
2615.3152198792,0.1387269497,
2611.4578227997,0.138959527,
2607.6004257202,0.1391893923,
2603.7430286407,0.1394327581,
2599.8856315613,0.1396775842,
2596.0282344818,0.1399237067,
2592.1708374023,0.1401759833,
2588.3134403229,0.1404381692,
2584.4560432434,0.1406982094,
2580.5986461639,0.140968591,
2576.7412490845,0.1412315816,
2572.883852005,0.1414948404,
2569.0264549255,0.1417606175,
2565.1690578461,0.1420204341,
2561.3116607666,0.142271772,
2557.4542636871,0.1425268054,
2553.5968666077,0.1427768022,
2549.7394695282,0.1430277526,
2545.8820724487,0.1432521194,
2542.0246753693,0.1434813291,
2538.1672782898,0.1437027454,
2534.3098812103,0.1439245939,
2530.4524841309,0.1441479474,
2526.5950870514,0.1443756521,
2522.7376899719,0.1445996761,
2518.8802928925,0.1448292285,
2515.022895813,0.145073086,
2511.1654987335,0.1452974975,
2507.3081016541,0.1455294192,
2503.4507045746,0.1457658261,
2499.5933074951,0.145996809,
2495.7359104156,0.1462280303,
2491.8785133362,0.1464628279,
2488.0211162567,0.1467153281,
2484.1637191772,0.1469694227,
2480.3063220978,0.1472208202,
2476.4489250183,0.1474703252,
2472.5915279388,0.1477225274,
2468.7341308594,0.1479850709,
2464.8767337799,0.1482451558,
2461.0193367004,0.1485030055,
2457.161939621,0.1487771422,
2453.3045425415,0.1490463614,
2449.447145462,0.1493224502,
2445.5897483826,0.1495932937,
2441.7323513031,0.1498685181,
2437.8749542236,0.1501344144,
2434.0175571442,0.1503998041,
2430.1601600647,0.1506612003,
2426.3027629852,0.1509135664,
2422.4453659058,0.1511775553,
2418.5879688263,0.1514453143,
2414.7305717468,0.1516978145,
2410.8731746674,0.15195252,
2407.0157775879,0.1522141844,
2403.1583805084,0.1524672508,
2399.300983429,0.152713269,
2395.4435863495,0.1529564857,
2391.58618927,0.1532232165,
2387.7287921906,0.1534919888,
2383.8713951111,0.1537499428,
2380.0139980316,0.1540056467,
2376.1566009521,0.1542513072,
2372.2992038727,0.1544808745,
2368.4418067932,0.1547140479,
2364.5844097137,0.1549503505,
2360.7270126343,0.1552222818,
2356.8696155548,0.1555218697,
2353.0122184753,0.1558531821,
2349.1548213959,0.1561789364,
2345.2974243164,0.1564072967,
2341.4400272369,0.1566551477,
2337.5826301575,0.1569264829,
2333.725233078,0.1572373956,
2329.8678359985,0.1575505137,
2326.0104389191,0.1578674763,
2322.1530418396,0.1581820846,
2318.2956447601,0.1585019529,
2314.4382476807,0.1588310599,
2310.5808506012,0.1591530144,
2306.7234535217,0.159474954,
2302.8660564423,0.1597834826,
2299.0086593628,0.1600857973,
2295.1512622833,0.1604050994,
2291.2938652039,0.1607224345,
2287.4364681244,0.1610299796,
2283.5790710449,0.1613247395,
2279.7216739655,0.1616349518,
2275.864276886,0.1619209051,
2272.0068798065,0.1622174084,
2268.1494827271,0.1625092924,
2264.2920856476,0.1627983153,
2260.4346885681,0.1630775034,
2256.5772914886,0.1633785069,
2252.7198944092,0.1636778861,
2248.8624973297,0.1639955193,
2245.0051002502,0.164324671,
2241.1477031708,0.1646680534,
2237.2903060913,0.1650310159,
2233.4329090118,0.1653849781,
2229.5755119324,0.1657275856,
2225.7181148529,0.1660744995,
2221.8607177734,0.1664032638,
2218.003320694,0.166711241,
2214.1459236145,0.1670224518,
2210.288526535,0.1673166752,
2206.4311294556,0.167613402,
2202.5737323761,0.1678988934,
2198.7163352966,0.1681792438,
2194.8589382172,0.1684682071,
2191.0015411377,0.1687332541,
2187.1441440582,0.1690097153,
2183.2867469788,0.169270575,
2179.4293498993,0.1695360541,
2175.5719528198,0.1698040813,
2171.7145557404,0.1700396389,
2167.8571586609,0.1702997386,
2163.9997615814,0.1705807596,
2160.142364502,0.1708228588,
2156.2849674225,0.1710621417,
2152.427570343,0.1712927669,
2148.5701732635,0.1714938581,
2144.7127761841,0.1713686138,
2140.8553791046,0.1719448119,
2136.9979820251,0.1722662151,
2133.1405849457,0.1724865139,
2129.2831878662,0.1727758646,
2125.4257907867,0.1730410457,
2121.5683937073,0.1732916087,
2117.7109966278,0.1735836864,
2113.8535995483,0.1738580763,
2109.9962024689,0.1741458774,
2106.1388053894,0.1744278073,
2102.2814083099,0.174721092,
2098.4240112305,0.1750394553,
2094.566614151,0.1753223836,
2090.7092170715,0.1756263822,
2086.8518199921,0.1759253144,
2082.9944229126,0.1762356162,
2079.1370258331,0.1765450537,
2075.2796287537,0.176840812,
2071.4222316742,0.1771289408,
2067.5648345947,0.1773250401,
2063.7074375153,0.1776732057,
2059.8500404358,0.1779892147,
2055.9926433563,0.1782944351,
2052.1352462769,0.1785864234,
2048.2778491974,0.178882122,
2044.4204521179,0.1791703403,
2040.5630550385,0.1794774979,
2036.705657959,0.1797615886,
2032.8482608795,0.1800393462,
2028.9908638,0.1802809834,
2025.1334667206,0.1805543602,
2021.2760696411,0.1808163077,
2017.4186725616,0.1810519844,
2013.5612754822,0.1813163459,
2009.7038784027,0.181568101,
2005.8464813232,0.1818260252,
2001.9890842438,0.182057023,
1998.1316871643,0.1822906733,
1994.2742900848,0.1825479716,
1990.4168930054,0.1827590019,
1986.5594959259,0.1829771996,
1982.7020988464,0.1831814349,
1978.844701767,0.1833856106,
1974.9873046875,0.1835931987,
1971.129907608,0.1838011444,
1967.2725105286,0.1840044111,
1963.4151134491,0.1842214614,
1959.5577163696,0.1843599379,
1955.7003192902,0.1846557856,
1951.8429222107,0.184887886,
1947.9855251312,0.1851129532,
1944.1281280518,0.1853394061,
1940.2707309723,0.1855767518,
1936.4133338928,0.185798347,
1932.5559368134,0.1860286295,
1928.6985397339,0.1862348467,
1924.8411426544,0.1864630431,
1920.983745575,0.1866558045,
1917.1263484955,0.186849162,
1913.268951416,0.1870464832,
1909.4115543365,0.1872520894,
1905.5541572571,0.1874409318,
1901.6967601776,0.1876176298,
1897.8393630981,0.1877878606,
1893.9819660187,0.1879621148,
1890.1245689392,0.1881027818,
1886.2671718597,0.1882630289,
1882.4097747803,0.1883981228,
1878.5523777008,0.188474834,
1874.6949806213,0.1885270774,
1870.8375835419,0.1885333359,
1866.9801864624,0.1885555685,
1863.1227893829,0.1885797828,
1859.2653923035,0.1885970533,
1855.407995224,0.188593775,
1851.5505981445,0.1885308623,
1847.6932010651,0.1884058863,
1843.8358039856,0.1883389056,
1839.9784069061,0.1885206252,
1836.1210098267,0.1886594594,
1832.2636127472,0.1886988878,
1828.4062156677,0.1886188686,
1824.5488185883,0.1884238869,
1820.6914215088,0.188105315,
1816.8340244293,0.1876384318,
1812.9766273499,0.1869632304,
1809.1192302704,0.1861006767,
1805.2618331909,0.184989512,
1801.4044361115,0.1835134923,
1797.547039032,0.1816148311,
1793.6896419525,0.1793247759,
1789.832244873,0.1768608689,
1785.9748477936,0.174260959,
1782.1174507141,0.1713281423,
1778.2600536346,0.1679623872,
1774.4026565552,0.1648262441,
1770.5452594757,0.1627240926,
1766.6878623962,0.1615846157,
1762.8304653168,0.1600731611,
1758.9730682373,0.1573039591,
1755.1156711578,0.1532556415,
1751.2582740784,0.1483988166,
1747.4008769989,0.1433870047,
1743.5434799194,0.1386332512,
1739.68608284,0.1346995533,
1735.8286857605,0.1321066171,
1731.971288681,0.1309763193,
1728.1138916016,0.1308758557,
1724.2564945221,0.1309400052,
1720.3990974426,0.1304776818,
1716.5417003632,0.1294645816,
1712.6843032837,0.1288148612,
1708.8269062042,0.1296085864,
1704.9695091248,0.1329012811,
1701.1121120453,0.1383442581,
1697.2547149658,0.1443998367,
1693.3973178864,0.1496256441,
1689.5399208069,0.1535903215,
1685.6825237274,0.1564767361,
1681.8251266479,0.1587626487,
1677.9677295685,0.1604867876,
1674.110332489,0.1619291306,
1670.2529354095,0.1631700397,
1666.3955383301,0.1642896235,
1662.5381412506,0.1650390327,
1658.6807441711,0.1654740572,
1654.8233470917,0.1657842994,
1650.9659500122,0.1665560901,
1647.1085529327,0.1674461663,
1643.2511558533,0.1684915721,
1639.3937587738,0.1693071574,
1635.5363616943,0.1699042618,
1631.6789646149,0.1703876257,
1627.8215675354,0.1706081927,
1623.9641704559,0.1705010831,
1620.1067733765,0.1701290607,
1616.249376297,0.169811815,
1612.3919792175,0.1694289148,
1608.5345821381,0.1688453853,
1604.6771850586,0.1689154059,
1600.8197879791,0.169684723,
1596.9623908997,0.1706804037,
1593.1049938202,0.1720695496,
1589.2475967407,0.1735832691,
1585.3901996613,0.1751228571,
1581.5328025818,0.1765143126,
1577.6754055023,0.1779175848,
1573.8180084229,0.1792776436,
1569.9606113434,0.1803387105,
1566.1032142639,0.1812743247,
1562.2458171844,0.1820273697,
1558.388420105,0.1825785339,
1554.5310230255,0.1831921339,
1550.673625946,0.1836034954,
1546.8162288666,0.183886975,
1542.9588317871,0.1840654612,
1539.1014347076,0.1843929887,
1535.2440376282,0.1849960685,
1531.3866405487,0.1854414344,
1527.5292434692,0.1857169569,
1523.6718463898,0.1858662665,
1519.8144493103,0.185785979,
1515.9570522308,0.1855255663,
1512.0996551514,0.1852120757,
1508.2422580719,0.1849981993,
1504.3848609924,0.1848524511,
1500.527463913,0.1843996197,
1496.6700668335,0.1839608252,
1492.812669754,0.1839091629,
1488.9552726746,0.1837330759,
1485.0978755951,0.1833749563,
1481.2404785156,0.1829850078,
1477.3830814362,0.1819725931,
1473.5256843567,0.1798593104,
1469.6682872772,0.1768417656,
1465.8108901978,0.1742050648,
1461.9534931183,0.1725648046,
1458.0960960388,0.171405524,
1454.2386989594,0.1712884605,
1450.3813018799,0.1721433401,
1446.5239048004,0.1735761464,
1442.6665077209,0.1751745343,
1438.8091106415,0.1763154566,
1434.951713562,0.1770842671,
1431.0943164825,0.1776112318,
1427.2369194031,0.1780152023,
1423.3795223236,0.1782799959,
1419.5221252441,0.1781700552,
1415.6647281647,0.1778866798,
1411.8073310852,0.1774807572,
1407.9499340057,0.1771202683,
1404.0925369263,0.1767054796,
1400.2351398468,0.1760734767,
1396.3777427673,0.1751577556,
1392.5203456879,0.1738863885,
1388.6629486084,0.1722072661,
1384.8055515289,0.1696369052,
1380.9481544495,0.1701442152,
1377.09075737,0.1711986959,
1373.2333602905,0.1719898582,
1369.3759632111,0.172191605,
1365.5185661316,0.1722842306,
1361.6611690521,0.1728361845,
1357.8037719727,0.1735621989,
1353.9463748932,0.174294576,
1350.0889778137,0.1749173403,
1346.2315807343,0.1755812764,
1342.3741836548,0.1760732532,
1338.5167865753,0.1763243973,
1334.6593894958,0.17652753,
1330.8019924164,0.1766608655,
1326.9445953369,0.1765411794,
1323.0871982574,0.1763000786,
1319.229801178,0.175929606,
1315.3724040985,0.1753358841,
1311.515007019,0.1745184511,
1307.6576099396,0.1736702323,
1303.8002128601,0.1728157401,
1299.9428157806,0.1719799638,
1296.0854187012,0.1710318029,
1292.2280216217,0.1698715985,
1288.3706245422,0.168591693,
1284.5132274628,0.1673015803,
1280.6558303833,0.1659065038,
1276.7984333038,0.1642127633,
1272.9410362244,0.1621329486,
1269.0836391449,0.1592106819,
1265.2262420654,0.1551261544,
1261.368844986,0.1528197527,
1257.5114479065,0.1537699848,
1253.654050827,0.1549956501,
1249.7966537476,0.1546990722,
1245.9392566681,0.1536852717,
1242.0818595886,0.1526549309,
1238.2244625092,0.1517247558,
1234.3670654297,0.1508647203,
1230.5096683502,0.150072217,
1226.6522712708,0.1493938714,
1222.7948741913,0.1487466395,
1218.9374771118,0.1480457485,
1215.0800800323,0.1473086029,
1211.2226829529,0.1465734839,
1207.3652858734,0.1457828879,
1203.5078887939,0.1449521482,
1199.6504917145,0.1440871656,
1195.793094635,0.1432871521,
1191.9356975555,0.1426124871,
1188.0783004761,0.1420649439,
1184.2209033966,0.141175285,
1180.3635063171,0.1386787295,
1176.5061092377,0.1402243376,
1172.6487121582,0.1405155659,
1168.7913150787,0.1403197944,
1164.9339179993,0.1399586946,
1161.0765209198,0.1396366656,
1157.2191238403,0.1391944885,
1153.3617267609,0.1384020448,
1149.5043296814,0.1374286264,
1145.6469326019,0.1366665214,
1141.7895355225,0.1361925453,
1137.932138443,0.1364507526,
1134.0747413635,0.1363843381,
1130.2173442841,0.1359803975,
1126.3599472046,0.1352067739,
1122.5025501251,0.1341074109,
1118.6451530457,0.1328054368,
1114.7877559662,0.1313110888,
1110.9303588867,0.129751265,
1107.0729618073,0.1282882094,
1103.2155647278,0.1270204782,
1099.3581676483,0.125967443,
1095.5007705688,0.1251117289,
1091.6433734894,0.1244205534,
1087.7859764099,0.1240720376,
1083.9285793304,0.1235644743,
1080.071182251,0.1222882569,
1076.2137851715,0.1217153221,
1072.356388092,0.1214993596,
1068.4989910126,0.1213250086,
1064.6415939331,0.1212864518,
1060.7841968536,0.1213646084,
1056.9267997742,0.1215370297,
1053.0694026947,0.1217656806,
1049.2120056152,0.1219339222,
1045.3546085358,0.1219993979,
1041.4972114563,0.1219503134,
1037.6398143768,0.1217324063,
1033.7824172974,0.1215399504,
1029.9250202179,0.1215749085,
1026.0676231384,0.1219571084,
1022.210226059,0.1224710196,
1018.3528289795,0.1230771095,
1014.4954319,0.1238489375,
1010.6380348206,0.1247685105,
1006.7806377411,0.1256542504,
1002.9232406616,0.1264151931,
999.0658435822,0.1270603389,
995.2084465027,0.1276655495,
991.3510494232,0.1282120794,
987.4936523438,0.1287459731,
983.6362552643,0.129178524,
979.7788581848,0.1293775737,
975.9214611053,0.1292901486,
972.0640640259,0.1291521937,
968.2066669464,0.1290105581,
964.3492698669,0.1285729706,
960.4918727875,0.1278161407,
956.634475708,0.1267025173,
952.7770786285,0.1252678335,
948.9196815491,0.1237123311,
945.0622844696,0.1222905964,
941.2048873901,0.1211624444,
937.3474903107,0.1202723533,
933.4900932312,0.119320333,
929.6326961517,0.118076399,
925.7752990723,0.116429247,
921.9179019928,0.1145177186,
918.0605049133,0.1124245375,
914.2031078339,0.1104050577,
910.3457107544,0.1084934771,
906.4883136749,0.10687536,
902.6309165955,0.1053017229,
898.773519516,0.1036147028,
894.9161224365,0.1017757654,
891.0587253571,0.0997960865,
887.2013282776,0.0977210402,
883.3439311981,0.0955701768,
879.4865341187,0.0933756083,
875.6291370392,0.0913605988,
871.7717399597,0.0895836726,
867.9143428802,0.0879538655,
864.0569458008,0.0864224434,
860.1995487213,0.0849649757,
856.3421516418,0.0835787058,
852.4847545624,0.0821555108,
848.6273574829,0.0809032544,
844.7699604034,0.0797820836,
840.912563324,0.0788318813,
837.0551662445,0.0779230595,
833.197769165,0.0770720094,
829.3403720856,0.0762626976,
825.4829750061,0.0751610026,
821.6255779266,0.0741865635,
817.7681808472,0.0733664855,
813.9107837677,0.0726445541,
810.0533866882,0.0718081668,
806.1959896088,0.0711626187,
802.3385925293,0.070888117,
798.4811954498,0.0710372925,
794.6237983704,0.0715466216,
790.7664012909,0.0721544921,
786.9090042114,0.0726466626,
783.051607132,0.0728478283,
779.1942100525,0.0729312748,
775.336812973,0.072994858,
771.4794158936,0.0730500072,
767.6220188141,0.0730351284,
763.7646217346,0.0729133114,
759.9072246552,0.0726608485,
756.0498275757,0.0723364279,
752.1924304962,0.0719112605,
748.3350334167,0.0714858323,
744.4776363373,0.0710208789,
740.6202392578,0.0705518797,
736.7628421783,0.0700585842,
732.9054450989,0.0694546252,
729.0480480194,0.0688761324,
725.1906509399,0.0682494491,
721.3332538605,0.0675865561,
