# 8c743a200ffab0370801cc4c1dd8ca106d1b4ee2
# Loss.Nf            = 70
# Loss.fmin          = 7.000e+10
# Loss.fmax          = 1.300e+11
# Loss.z0            = 50
# Loss.feedDiam      = 3e-05
# Loss.leftLim       = 8.000e+10
# Loss.rightLim      = 1.200e+11
# Loss.T             = -10
# Loss.p             = 2.5
# Loss.div           = 10
# GP n_calls         = 100
# GP n_random_starts = 5
Iter_,Loss,BT.Radius,BT.Height,BT.phi
# rMin          = 0.0004
# rMax          = 0.0015
# phiMin        = 10
# phiMax        = 160
44,89.94,0.0005924238257185423,0.00021562463863165763,140
45,90.26,0.0005963787842541593,0.00021118880376767596,141
46,145.16,0.0005490520002041494,0.0003916349856606049,109
47,91.68,0.0005997965440656059,0.0002065265124774996,142
48,97.04,0.0005879200305039542,0.000231587858839364,137
49,102.62,0.0006180992571580162,0.000177237109931008,148
50,3507.92,0.0015,0.0011303310751541913,106
51,91.36,0.0005969760521520546,0.00021140030742309709,141
52,97.25,0.000588159681856981,0.00023168226001781656,137
53,101.17,0.0006033433758393811,0.00019603814640186795,144
54,94.91,0.0006002975282044864,0.0002066990151503363,142
55,90.95,0.0005851014718468688,0.00023639633940088564,136
56,92.4,0.0005854100977537811,0.00023059917003598177,137
57,93.9,0.0005737489453494995,0.00024354197812768332,134
58,91.14,0.0005926587692449207,0.00021571015108199292,140
59,94.86,0.0006086263001310121,0.00018028332348764706,147
60,105.51,0.0006227605144427801,0.0001727067757263144,149
61,93.42,0.0005935092807058242,0.00022782686732270496,138
62,88.77,0.0005896821196822025,0.00021462673924332198,140
63,411.24,0.0005741780329176995,0.0009369733917290376,63
64,192.73,0.0005631202545706626,0.0004982067162018399,97
65,90.5,0.0005917368094045296,0.00021537458514290172,140
66,93.71,0.0005904257181867745,0.00022075113040384776,139
67,94.59,0.0005824948179506151,0.00022945081078216604,137
68,91.76,0.000588004713172568,0.00021984595372008008,139
69,113.21,0.0005697417916234672,0.00022442726011610931,137
70,101.1,0.0006166495866862585,0.0001826599292392589,147
71,115.41,0.0005826079188607951,0.0001893007880191353,144
72,91.44,0.0005994750754673825,0.00020641582196232575,142
73,94.41,0.0005805059803365594,0.00022866738681169246,137
74,94.12,0.0005938565382601765,0.0002220338614673617,139
75,88.78,0.0005895858844172941,0.0002145917124714086,140
76,89.72,0.000596739910760338,0.000205474029226795,142
77,90.76,0.0005845899903992983,0.000236189687482039,136
78,88.18,0.0005959697796796796,0.00021691526032558992,140
79,101.85,0.0005755944991672774,0.0002745444928584428,129
80,85.26,0.0006019034062568669,0.0002013940625259025,143
81,89.77,0.0005941192925985641,0.00021038867580795158,141
82,91.38,0.0005934790504034827,0.00021600870900743887,140
83,89.57,0.000591377147000594,0.00020362748158076602,142
84,89.14,0.0005959468240580862,0.00020520094757547685,142
85,91.58,0.0005905673459470552,0.00022669756437539295,138
86,99.2,0.000574209040598716,0.00023199551151352552,136
87,89.2,0.0005906811913720393,0.0002033878448402303,142
88,92.28,0.0005848577117285948,0.0002303815793940776,137
89,102.03,0.0005733196980996411,0.00027962670042993616,128
90,100.46,0.0006022745319253549,0.00019569085796200216,144
91,91.18,0.0005998428160845629,0.0001891297134292215,145
92,3508.25,0.0014052674178631447,0.0006552869587052848,130
93,85.1,0.0005976221962545036,0.00019996158969730628,143
94,89.73,0.0005967528794735802,0.0002054784947128731,142
95,91.0,0.0005970055726162403,0.00020556550393957993,142
96,90.26,0.000609134262185784,0.00018623103307787806,146
97,128.74,0.0006047454758636606,0.00013961649410401122,154
98,99.87,0.0005966705689081366,0.00019387002000074716,144
99,91.81,0.0005908916013241112,0.0002268220343528116,138
# Loss.min      = 83.62
# Loss.iter_min = 41
# Loss.min_x    = (0.0006011675373315565, 143)
