# 32e75a017076fcf47c756d329b7a68bc433d61be
# Loss.Nf                = 60
# Loss.fmin              = 20000000000.0
# Loss.fmax              = 190000000000.0
# Loss.z0                = 1000
# Loss.feedDiam          = 3.05e-05
# Loss.lPerPixel         = 3.05e-05
# Loss.boardDim          = (0.002, 0.002)
# Loss.leftLim           = 5e+10
# Loss.rightLim          = 1.5e+11
# Loss.T                 = -10
# Loss.p                 = 2.5
# Loss.div               = 5
# AnnealOpt.n_calls      = 1500
# AnnealOpt.x_ini0.shape = (20, 20)
# AnnealOpt.pp           = (5, 5)
Iter_,y_prev,y_candid,y_delta,T,P,choice
467,2182.48,3522.53,-1340.05,  0,0.0,reject
468,2182.48,11043.95,-8861.47,  0,0.0,reject
469,2182.48,2256.09,-73.61,  0,0.0,reject
470,2182.48,3740.69,-1558.21,  0,0.0,reject
471,2182.48,2354.01,-171.53,  0,0.0,reject
472,2182.48,11043.95,-8861.47,  0,0.0,reject
473,2182.48,3715.48,-1533.0,  0,0.0,reject
474,2182.48,2190.98,-8.5,  0,0.0,reject
475,2182.48,11043.95,-8861.47,  0,0.0,reject
476,2182.48,2345.2,-162.72,  0,0.0,reject
477,2182.48,11043.95,-8861.47,  0,0.0,reject
478,2182.48,11043.95,-8861.47,  0,0.0,reject
479,2182.48,2318.37,-135.89,  0,0.0,reject
480,2182.48,2182.73,-0.25,  0,0.0,reject
481,2182.48,2360.28,-177.8,  0,0.0,reject
482,2182.48,2262.44,-79.96,  0,0.0,reject
483,2182.48,3680.01,-1497.53,  0,0.0,reject
484,2182.48,2453.54,-271.06,  0,0.0,reject
485,2182.48,2281.17,-98.69,  0,0.0,reject
486,2182.48,11043.95,-8861.47,  0,0.0,reject
487,2182.48,2195.7,-13.22,  0,0.0,reject
488,2182.48,11043.95,-8861.47,  0,0.0,reject
489,2182.48,4491.76,-2309.28,  0,0.0,reject
490,2182.48,11067.96,-8885.48,  0,0.0,reject
491,2182.48,2657.2,-474.72,  0,0.0,reject
492,2182.48,10529.71,-8347.23,  0,0.0,reject
493,2182.48,2393.29,-210.81,  0,0.0,reject
494,2182.48,11067.98,-8885.5,  0,0.0,reject
495,2182.48,2378.57,-196.09,  0,0.0,reject
496,2182.48,2395.93,-213.45,  0,0.0,reject
497,2182.48,3255.85,-1073.37,  0,0.0,reject
498,2182.48,3618.88,-1436.4,  0,0.0,reject
499,2182.48,2454.97,-272.49,  0,0.0,reject
500,2182.48,4333.07,-2150.59,  0,0.0,reject
501,2182.48,3505.1,-1322.62,  0,0.0,reject
502,2182.48,11043.95,-8861.47,  0,0.0,reject
503,2182.48,2313.33,-130.85,  0,0.0,reject
504,2182.48,3599.32,-1416.84,  0,0.0,reject
505,2182.48,3648.53,-1466.05,  0,0.0,reject
506,2182.48,2361.73,-179.25,  0,0.0,reject
507,2182.48,2443.24,-260.76,  0,0.0,reject
508,2182.48,2183.27,-0.79,  0,0.0,reject
509,2182.48,2183.08,-0.6,  0,0.0,reject
510,2182.48,2188.61,-6.13,  0,0.0,reject
511,2182.48,2209.99,-27.51,  0,0.0,reject
512,2182.48,4318.88,-2136.4,  0,0.0,reject
513,2182.48,11043.95,-8861.47,  0,0.0,reject
514,2182.48,2756.1,-573.62,  0,0.0,reject
515,2182.48,2183.2,-0.72,  0,0.0,reject
516,2182.48,2345.42,-162.94,  0,0.0,reject
517,2182.48,2320.86,-138.38,  0,0.0,reject
518,2182.48,3106.35,-923.87,  0,0.0,reject
519,2182.48,2182.54,-0.06,  0,0.0,reject
520,2182.48,2318.37,-135.89,  0,0.0,reject
521,2182.48,2276.26,-93.78,  0,0.0,reject
522,2182.48,3636.56,-1454.08,  0,0.0,reject
523,2182.48,2412.2,-229.72,  0,0.0,reject
